순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
30,9788996755111,7952263,컬러 앤 라이트,"25,200원",280원,제임스 거니 저,에이더블유북스(AWBOOKS),"외광파 화가 및 사이언스 일러스트레이터로서의 경험을 바탕으로, 사실주의 화가에게 있어 가장 기본적인 표현 도구인 색채와 빛에 관련된 풍부한 정보를 소개하는 책이다. 추상적인 이론과 실용적인 지식 사이의 간극을 메워주는 이 책은 기존의 화가와 디지털 아티스트 모두에게 도움이 될 것이다.",1,국내도서-예술
31,9788903411147,5533358,스즈키 바이올린 교본 4,"10,800원",600원,편집부 저,세광음악출판사,CD가 첨부된 바이올린 실습 교재이다. 특히 CD는 감상용과 연습용 두 가지로 녹음되어 있어 교재로만 학습하는 것보다 더 높은 학습효과를 기대할 수 있다. 기초적인 트릴연습과 다양한 연습곡을 통해 바이올린을 배우고자 하는 초보자에게 필요한 학습교재가 될 것이다.,1,국내도서-예술
32,9788964358290,27098761,난처한 미술 이야기 1,"19,800원","1,100원",양정무,사회평론,"쉽게 읽고 제대로 배우는 미술사의 모든 것! 길고 긴 역사를 지닌 미술을 공부하는 것은 쉽지 않은 일이다. 가장 트렌디한 현대미술 작품에도 인류 4만 년 역사가 녹아 있기에 미술사를 모르면 개별 작품을 이해하기도 쉽지 않다. 게다가 어렵게 쓰인 기존 미술사 책들은 읽으려 해도 채 열 페이지를 넘기지 못하고 포기하는 경우가 많았다. 그러나 『미술 이야기』는 일대일 강의 형식의 구어체로 구성되어 마치 재미난 이야기를 듣는 듯 편안하게 즐길 수 있다. 또한 책장을 앞뒤로 넘겨가며 그림을 찾을 필요 없이 독자의 시선의 흐름에 맞추어 배치한 도판, 소장 가치가 있는 엄선한 작품 사진과 일러스트, 머릿속에 떠오르는 의문을 시원하게 긁어주는 적절한 질문이 읽는 즐거움을 더한다. 그렇다고 책의 수준이 낮은 것은 아니다. 책의 저자이자 미술사학계의 권위자인 양정무 교수는 한 권의 책 안에 방대한 정보와 다양한 관점을 모두 담아냈다.",1,국내도서-예술
33,9788903332015,179114,피아노 소곡집 1,"5,400원",300원,편집부,세광음악출판사,,1,국내도서-예술
34,9791195765041,40204017,쉽고 예쁜 손그림 그리기,"10,800원",600원,카모 저,티나,"볼펜 일러스트의 끝판왕! 카모가 알려주는 쉽고 예쁜 손그림 그리기 ‘재주는 없지만 예쁜 일러스트는 그리고 싶은’ 독자들을 위해 일러스트레이터 카모가 나섰다. 동그라미, 네모, 점과 물결을 조합하는 것만으로도 멋진 손그림을 완성할 수 있다면 믿을 수 있나? 볼펜 한 자루만 있으면 다이어리, 노트, 카드 어디에도 잘 어울리는 예쁜 일러스트와 손글씨를 만들어낼 수 있다. 작고 귀여운 일러스트에서부터 캐릭터와 아이콘, 손글씨와 엽서·카드 만들기까지 다양한 볼거리가 가득한 카모의 일러스트 세계로 여러분을 안내한다.",1,국내도서-예술
35,9791196616007,101961448,와인이 있는 100가지 장면,"21,600원","1,200원",엄정선/배두환/박이수(박수정),보틀프레스,"「라라랜드」에서 미아가 꿈속에서 마시는 와인은 뭘까? 「아이언맨」의 토니 스타크가 혼자 마시던 최상급 레드와인과 연인 페퍼를 위해 준비한 화이트와인은? 영화를 보다가 ""저 장면에서 마시는 와인 뭐지?"" 하고 궁금한 적이 있다면, 이 책에서 답을 찾을 수 있다. 연출 전공 영화학도이기도 했던 소믈리에 엄정선, 와인저널리스트 배두환이 '와인이 등장하는 100가지 영화 장면'을 수집해, 그 와인이 무엇인지, 또 그 장면에서 알아야 할 와인 상식은 무엇인지 자세히 짚어준다. 영화와 와인을 사랑하는 마음만큼이나 정보 공유에의 소명의식이 큰 저자들답게 집요한 취재로 ‘영화 속 와인’에 관한 방대한 정보를 한 권에 엮어냈다.",1,국내도서-가정 살림
36,9788930104272,7389996,다른 방식으로 보기,"13,300원",140원,존 버거/최민,열화당,"존 버거(John Berger)를 미술평론가로 널리 알려지게 한 작품으로, 1972년 초판 발행 이후 미술전공자들의 필독서이자 일반인들의 교양서로서 꾸준히 사랑을 받아 온 『Ways of Seeing』. 국내에서도 이미 다른 출판사 세 곳을 통해 소개되었으나 번역상의 오류 또는 여러모로 미진한 부분이 많았다. 이 책은 곰브리치(Gombrich E. H.)의 『서양미술사』의 역자로 정평이 나 있는 전 한국예술종합학교 영상원장 최민(崔旻)의 번역으로 새롭게 단장한 것이다. 역자는 존 버거의 간결한 언어에 담긴 난해함을 텍스트와 이미지에 대한 깊은 이해로 친절히 풀어내며 독자들을 이미지의 세계로 안내한다. 무엇보다 이미지도 하나의 텍스트로 읽히기를 바랐던 원작자의 의도를 살려 원작과 거의 같은 순서로 이미지와 텍스트가 흐르도록 편집했다. 전통적인 미술사나 미술평론에서는 보통 미술작품을 볼 때 작품을 감상하는 이상적인 방식이나 태도가 있다고 가정한다.",2,국내도서-예술
37,9791197828508,44147555,서양 미술사,"50,350원","1,590원",에른스트 H. 곰브리치/백승길/이종승,예경,"이미지가 넘쳐나는 시대, 보는 것과 아는 것 사이의 징검다리 서양미술의 윤곽을 잡아주는 입문서이자 모든 것이 담겨 있는 최고의 인문학 서적 선사시대부터 현대 미술까지, 방대한 서양미술사를 700페이지, 컬러 도판 413개로 완성 세계에서 가장 잘 팔리는 미술서, 19개 언어로 번역되어 전 세계적으로 800만부 이상 판매된 책, 선물하기 좋은 책, 선물 받은 사람들이 실제로 읽는 책, 당신의 삶을 바꿀 책, 모든 것이 담겨 있는 최고의 인문학 서적…….책의 긴 역사만큼이나 많은 이들이 곰브리치의 『서양미술사』를 읽고 다양한 찬사를 쏟아냈다. 그 모든 말들이 이 책을 관통하는 결정적인 말이지만, 그중에서도 하나만 고르라면 ‘서양미술사 개론의 필독서’라는 말을 고를 것이다. 진리에 가까우면 가까울수록 그 진리를 표현하는 말은 보편적이고 평범할 수밖에 없기 때문이다. 곰브리치의 『서양미술사』는 서양미술을 알기 위해 반드시 거치는 책이다.",8,국내도서-예술
38,9791189467302,104089399,모국어는 차라리 침묵,"16,740원",930원,목정원,아침달,"“슬픔을 아는 아름다움만큼 가치 있는 것은 없으니까요.” 사라지는 것들이 남긴 흔적을 더듬는 목소리 공연예술이론가 목정원의 비평 에세이 공연예술이론가 목정원의 산문집 『모국어는 차라리 침묵』이 아침달에서 출간됐다. 목정원이 2013년부터 프랑스에서 6년, 한국에서 2년 동안 마주했던 예술과 사람, 여러 사라지는 것들에 관하여 쓴 책이다. 공연예술에 관해 쓰고 말한다는 건 일면 공허를 면하기 어려운 일이다. 그것은 발생하는 동시에 소멸하는 시간예술이기 때문이다. 작품은 관객의 눈앞에서 잠시 나타났다가 사라지고, 그리하여 관객에게 남는 것은 점차 희미해질 기억뿐이다. 그럼에도 목정원은 사라지는 것에 관해 말하고자 하며, 오히려 자신에게조차 작품이 충분히 희미해졌을 때에 쓰고자 한다. 한 시절이 지난 뒤에도 여전히 기억 속에 남은 흔적들과, 말이 되지 못한 것들을 건네주기 위하여. 이 책은 그러한 슬프고 아름다운 것들에 보내는 비평이자 편지이다.",1,국내도서-에세이
39,9791162730249,67465916,난처한 미술 이야기 5,"18,000원","1,000원",양정무,사회평론,"‘인문학의 꽃’ 미술사! ‘귀로 듣는 듯 술술 읽히는’ 일대일 미술 강의! 대혼란의 시대 르네상스, 새로운 시작이 되다! 제대로 미술을 감상하는 법은 물론 그 속에 담긴 역사, 정치, 경제, 예술의 흐름까지 쉽고 재미있게, 또한 깊이 있게 다루고 있는 ‘난처한 미술이야기’ 시리즈 5권. 일대일 강의 형식의 구어체로 편안하게 읽을 수 있으며 적절한 때에 등장하는 질문과 답변이 머릿속에 떠오르는 의문을 시원하게 긁어준다. 이야기의 흐름에 맞춰서 이미지가 나오기 때문에 책장을 앞뒤로 넘겨가며 읽는 수고를 하지 않아도 된다. 엄선한 고화질의 작품 사진과 일러스트로 소장 가치를 더했다. 쉽게 풀어냈지만 수준이 낮은 책은 아니다. 저자 양정무 교수는 미술사학계의 권위자로, 미술 이해에 필요한 지식과 관점을 최대한 다양하게 소개한다.",1,국내도서-예술
40,9791191013269,102234558,오늘부터 차근차근 아이패드 드로잉,"19,800원","1,100원",배성규,북라이프,"무엇을 그리고 싶을지 몰라서 다 준비했습니다! 프로크리에이트로 누구나 따라 하는 감성 드로잉 300 따뜻한 색감, 아기자기하고 감성적인 그림체로 팔로워들의 사랑을 받는 크리에이티브 디렉터 배성규가 디지털 드로잉 노하우를 집대성한 『오늘부터 차근차근 아이패드 드로잉』을 펴냈다. 음식, 식물, 동물, 인테리어 소품 등 일상을 채우는 약 300개의 소재를 선 하나로 그리는 펜 드로잉, 귀엽고 아기자기한 마카 & 색연필 드로잉, 다채로운 색감의 수채화 & 오일파스텔 드로잉 기법으로 나누어 구성했다. 상·중·하 난이도별로 다양한 그림을 수록해 개인별 수준에 맞는 드로잉을 선택해 따라 그리다 보면 어느새 그림을 즐길 수 있게 될 것이다. 또한 이 책은 단순한 디지털 드로잉북에 그치지 않고 저자의 디지털 캘리그라피 노하우와 프로크리에이트 활용법을 알차게 담았다.",1,국내도서-예술
41,9788964358306,27098786,난처한 미술 이야기 2,"19,800원","1,100원",양정무,사회평론,"쉽게 읽고 제대로 배우는 미술사의 모든 것! 길고 긴 역사를 지닌 미술을 공부하는 것은 쉽지 않은 일이다. 가장 트렌디한 현대미술 작품에도 인류 4만 년 역사가 녹아 있기에 미술사를 모르면 개별 작품을 이해하기도 쉽지 않다. 게다가 어렵게 쓰인 기존 미술사 책들은 읽으려 해도 채 열 페이지를 넘기지 못하고 포기하는 경우가 많았다. 그러나 『미술 이야기』는 일대일 강의 형식의 구어체로 구성되어 마치 재미난 이야기를 듣는 듯 편안하게 즐길 수 있다. 또한 책장을 앞뒤로 넘겨가며 그림을 찾을 필요 없이 독자의 시선의 흐름에 맞추어 배치한 도판, 소장 가치가 있는 엄선한 작품 사진과 일러스트, 머릿속에 떠오르는 의문을 시원하게 긁어주는 적절한 질문이 읽는 즐거움을 더한다. 그렇다고 책의 수준이 낮은 것은 아니다. 책의 저자이자 미술사학계의 권위자인 양정무 교수는 한 권의 책 안에 방대한 정보와 다양한 관점을 모두 담아냈다.",1,국내도서-예술
42,9788970840659,161163,서양미술사,"34,200원","1,900원",에른스트 H. 곰브리치,예경,"이 책은 지금까지 출간된 미술에 관한 가장 유명한 책 중의 하나로서 1950년 영국에서 초판이 간행된 이래 전세계에서 서양미술사 개론의 필독서로 자리잡고 있다. 선사시대 동굴벽화부터 오늘날의 실험적 예술에 이르기까지 모든 주제를 다룬 입문서이며, 이 책을 통하여 세계 전역에 걸친 모든 세대의 독자들은 저자가 해박한 지식과 지혜뿐만 아니라 예술 작품에 대한 깊은 사랑을 겸비한 위대한 대가임을 알 수 있을 것이다. 저자는 미술사를 통틀어 위대하고 뛰어난 작품들을 각 페이지들마다 시대와 양식, 작품명이나 작가들 이름에 따라 알기 쉽게 정리하고 동시에 서양미술의 지적인 질서 체계를 정립하여 보여준다. 이로써 독자들은 미술의 역사가 과거와의 연관 속에서 미래를 암시하는 각 작품들로 끊임없이 구성되고 변화하는 전통의 역사이며, 우리가 살고 있는 이 시대와 피라미드 시대를 이어주는 생생한 연결 고리임을 인식할 수 있게 된다.",1,국내도서-예술
43,9788932634753,14864776,Disney 디즈니 재즈소곡집 1,"5,400원",300원,콘텐츠기획1 저,삼호뮤직(삼호출판사),"삼호뮤직과 디즈니의 첫 번째 콜라보레이션! 아름다운 재즈소곡을 디즈니 영화를 보며 연주해 보세요. 바이엘 후반 ~ 체르니 100의 난이도에서 클래식, 영화, 드라마, 광고, 예능 OS.T와 올드팝, 뉴에이지, 그리고 Disney 만화영화의 주옥 같은 명곡들을 연주할 수 있도록 편곡했습니다. 또한 디즈니 만화 영화의 아름다운 장면을 보며 연주할 수 있도록 만화 영화 장면과 포스터도 수록하였습니다. 이 책을 통해 연주하는 모든 순간마다 음악의 즐거움과 아름다움이 함께하길 바랍니다.",1,국내도서-예술
44,9788967212803,103416139,슬기로운 의사생활 시즌2 OST 피아노 연주곡집,"10,800원",600원,박상현,삼호ETM,"시즌1의 감동을 이어간 화제의 드라마 『슬기로운 의사생활 시즌2』 OST를 피아노로! 시즌1의 감동을 이어간 화제의 드라마 『슬기로운 의사생활 시즌2』의 전곡 OST를 피아노 악보로 쉽게 편곡한 피아노 연주곡집이다. 추억의 명곡을 리메이크한 OST라서 아는 곡을 부담 없는 편곡으로 연주는 쉽게, 원곡의 감동은 그대로 느낄 수 있게 하였다. QR코드를 통해 연주 연습할 때 도움이 될 전곡 모범 연주 영상도 쉽게 감상할 수 있다.",1,국내도서-예술
45,9791162731970,104211269,난처한 클래식 수업 6,"19,800원","1,100원",민은기/강한,사회평론,"『난생 처음 한번 들어보는 클래식 수업』(이하 ‘난처한 클래식 수업’)은 클래식 음악이 ‘난처’했던 사람들을 위한 쉽고 재미있는 클래식 음악 입문서이다. 이번에 발간된 6권은 음악사에서 단연 최고로 꼽히는 오페라 작곡가, 베르디와 바그너 두 사람의 작품과 인생을 담았다. 모든 사람이 오페라 하우스에 가서 작품을 보고 이야기했던 오페라의 황금시대 19세기로 여행을 떠나보자. 이 책은 일흔 살의 나이로 삶을 마무리한 바그너는 물론 여든넷까지 장수한 베르디까지 두 명의 인생을 충실하게 좇는다. 동갑내기인 베르디와 바그너는 각각 이탈리아, 독일에서 같은 해에 태어나 같은 해에 첫 성공을 거두었고, 마찬가지로 같은 해에 결혼했다. 내로라하는 오페라 작곡가 두 사람의 일대기가 겹치는 것도 신기한 일이지만 두 사람의 음악이 모두 이탈리아와 독일의 통일 과정에서 핵심적인 역할을 했다는 것은 더욱 신기한 일이다.",1,국내도서-예술
46,9788903311614,167948,세광 뉴 바이엘 1,"5,400원",300원,편집부,세광음악출판사,,1,국내도서-예술-(미분류)-(미분류)
47,9788931447972,18163604,점잇기&컬러링북 (도시편),"10,800원",600원,토마스 패빗,영진닷컴,"‘안티 스트레스와 집중력 향상을 위한 점잇기&컬러링북 도시편’은 국내에서도 인기 있는 도시들의 풍경 및 건축물들을 선으로 이어 표현할 수 있습니다. 점잇기는 1,000개의 점으로 이루어진 도안의 1번부터 1,000번까지 번호를 따라 순서대로 점을 이으면 훌륭한 예술 작품이 완성됩니다. 추가로 점잇기 도서에서 완성한 작품들과 나라별 여행 Tip과 정보들도 함께 구성된 컬러링북까지 제공하고 있습니다.",1,국내도서-예술
48,9788903334033,204051,피아노 명곡집 1,"5,400원",300원,편집부,세광음악출판사,,1,국내도서-예술
49,9791160406665,104721331,"알폰스 무하, 유혹하는 예술가","36,000원","2,000원",로잘린드 오르미스턴/김경애,씨네21북스,"‘무하 스타일’을 창조한 독보적 예술가의 호소력 짙은 작품들과 그에 얽힌 이야기 이 책은 아르누보 시대의 대표 화가인 알폰스 무하(Alphonse Mucha)의 삶과 그의 걸작들을 담은 작품집이다. 알폰스 무하의 인생에 영향을 끼친 다양한 사건들과 사람들에 대한 이야기와 더불어 그의 역대 작품들이 글과 조화롭게 어우러져 있어 눈이 즐겁고 볼거리가 풍부하다. 알폰스 무하는 국내에서 이미 세 차례나 단독 전시를 했을 정도로 한국 대중에게도 널리 알려져 사랑받고 있는 화가이다. 『알폰스 무하, 유혹하는 예술가』는 지금까지 나온 알폰스 무하에 대한 도서들과 달리 약 30×30cm의 압도적으로 큰 판형, 고급스러운 양장 제본 그리고 160여 점의 풍부한 도판 자료들로써 독보적인 소장 가치를 지닌다. 자연을 모티브로 한 다채로운 곡선을 활용하여 몽환적이면서도 우아한 무하의 화풍을 독자들은 넉넉한 크기로 마음껏 감상할 수 있다.",1,국내도서-예술
50,9788932637716,89232988,피아노로 연주하는 디즈니 OST 베스트 Original Ver.,"16,200원",900원,"정유리,콘텐츠기획개발부 공저",삼호뮤직(삼호출판사),,1,국내도서-예술
51,9791139700169,104738778,퓰리처 글쓰기 수업,"17,910원",990원,잭 하트/정세라,현대지성,"평범한 소재를 모두가 열광하는 스토리로 바꾸어주는 퓰리처상 심사위원의 특급 글쓰기 코칭! 장강명, 은유, 오후 작가 추천! 아리스토텔레스의 『시학』에서부터 뇌과학의 ‘스토리텔링 두뇌’ 최신 연구까지, 독자를 매혹하는 “내러티브 논픽션 스킬”이 펼쳐진다 저자는 이 책에서 자신의 35년 글쓰기 코칭 스킬을 전부 녹여내, 초보에서 전문 작가들까지 모두에게 인사이트를 줄 만한 내용을 풀어냈다. 취재나 인터뷰, 글 구성 등 자료 조사 시 염두에 두어야 할 사항과 테크닉이 일목요연하게 정리되어 있어 경험이 부족한 작가에게도 유용하다. 또한, 이렇게 수집한 재료를 어떻게 “잘 팔리는” 내러티브로 요리할 것인지, 저자가 직접 겪은 시행착오와 고민에서 나온 노하우를 모두 공개한다. 소재가 평범하다고, 글솜씨가 부족하다고 주저하지 말라. 솜씨 좋고 열정적인 작가는 어떤 매체에서든 좋은 이야기를 풀어낼 줄 안다.",1,국내도서-인문
52,9788964359419,42797243,난처한 미술 이야기 4,"17,100원",950원,양정무,사회평론,"미술 작품을 제대로 감상하는 법은 물론 미술에 담긴 역사, 정치, 경제, 예술의 흐름을 쉽고 재미있게, 또한 깊이 있게 다룬 책이다. 일대일 강의 형식으로 마치 재미난 이야기를 듣는 듯 편안하게 즐길 수 있다. 책장을 앞뒤로 넘겨가며 그림을 찾을 필요 없이 독자의 시선의 흐름에 맞추어 그림을 배치했다. 소장 가치가 있는 엄선한 작품 사진과 일러스트, 머릿속에 떠오르는 의문을 후련하게 풀어주는 적절한 질문이 읽는 즐거움을 더한다. 그렇다고 책의 수준이 낮은 것은 아니다. 책의 저자이자 미술사학계의 권위자인 양정무 교수는 한 권의 책 안에 방대한 정보와 다양한 관점을 모두 담아냈다. 꼭 알아야 하는 기초적인 미술 지식은 물론 학계를 선도하는 최신 이론을 소개하고, 유명한 미술작품부터 우리 주위에서 쉽게 볼 수 있는 한국의 미술까지 최대한 다양한 정보와 이론을 담았다. 인기 대중 강연자이기도 한 저자의 강의를 따라가다 보면 이 모든 방대한 지식이 자연스레 이해된다.",1,국내도서-예술
53,9788981054748,3437468,하농 60 피아노 교본,"6,300원",350원,편집부 저,음악세계,"전체적으로 악보의 크기를 키워 좀 더 보기 편안하게 편집했고, 스프링제본을 통해 쉽게 악보를 넘기며 볼 수 있도록 했다. 단계적으로 실력을 키워가며 손가락의 움직임과 리듬을 익힐 수 있도록 구성했으며, 각 곡마다 학습에 필요한 요점과 리듬패턴을 정리해놓는 등 해설을 덧붙여 이를 중심으로 연습할 수 있게 했다.",1,국내도서-예술
54,9788981055967,2123596,냠냠 맛있는 꼬마손 동요곡집,"5,400원",300원,박옥희,음악세계,어린이들을 위한 『냠냠 맛있는 꼬마손 동요곡집』. 피아노와 점점 친숙해지는 아이들을 위해 재미있고 쉬운 동요들을 모아 수록하였다.,1,국내도서-예술
55,9788903311638,167951,세광 뉴 바이엘 3,"5,400원",300원,편집부,세광음악출판사,,1,국내도서-예술-(미분류)-(미분류)
56,9791162730829,89320815,난처한 미술 이야기 6,"22,500원","1,250원",양정무,사회평론,"난생 처음 한번 공부하는 미술 이야기 ‘르네상스 3부작’의 두 번째 권 출간! 한국의 곰브리치’ 양정무 교수가 심혈을 기울여 내놓은 역작! 2016년에 1, 2권을 출간하며 첫선을 보인 ‘난생 처음 한번 공부하는 미술 이야기’(이하 ‘난처한 미술 이야기’) 시리즈는 미술을 다룬 교양서로는 유례없이 큰 이슈를 불러일으켰다. 동아일보, 문화일보는 이 책을 ‘올해의 책’으로 선정했고, 경향신문과 조선일보는 저자인 양정무 교수를 ‘올해의 저자’로 선정하는 등 서점가에 불붙은 ‘미술 인문학’의 유행을 더욱 고무했다. 이후로도 계속된 관심과 호응 속에서 고대와 중세 미술을 거쳐 르네상스 미술을 본격적으로 다룬 5권을 잇는 6권이 출간된다. 6권에서는 알프스산맥 북쪽 지역과 베네치아의 르네상스 미술에 초점을 맞추어 초기 자본주의가 미술에 어떤 영향을 미쳤는지 알아본다.",1,국내도서-예술
57,9788964359402,42797172,난처한 미술 이야기 3,"15,300원",850원,양정무,사회평론,"미술 작품을 제대로 감상하는 법은 물론 미술에 담긴 역사, 정치, 경제, 예술의 흐름을 쉽고 재미있게, 또한 깊이 있게 다룬 책이다. 일대일 강의 형식으로 마치 재미난 이야기를 듣는 듯 편안하게 즐길 수 있다. 책장을 앞뒤로 넘겨가며 그림을 찾을 필요 없이 독자의 시선의 흐름에 맞추어 그림을 배치했다. 소장 가치가 있는 엄선한 작품 사진과 일러스트, 머릿속에 떠오르는 의문을 후련하게 풀어주는 적절한 질문이 읽는 즐거움을 더한다. 그렇다고 책의 수준이 낮은 것은 아니다. 책의 저자이자 미술사학계의 권위자인 양정무 교수는 한 권의 책 안에 방대한 정보와 다양한 관점을 모두 담아냈다. 꼭 알아야 하는 기초적인 미술 지식은 물론 학계를 선도하는 최신 이론을 소개하고, 유명한 미술작품부터 우리 주위에서 쉽게 볼 수 있는 한국의 미술까지 최대한 다양한 정보와 이론을 담았다. 인기 대중 강연자이기도 한 저자의 강의를 따라가다 보면 이 모든 방대한 지식이 자연스레 이해된다.",1,국내도서-예술
58,9788931579833,35311125,석가의 해부학 노트,"37,800원",420원,석정현,성안당,"기발하다! 유쾌하다! 무엇보다 재미있다! 그림쟁이라면 반드시 읽어야 할 필독서! 총 650페이지, 2,000점에 달하는 삽화! 전문 그림꾼 석정현이 9년에 걸쳐 한 땀 한 땀 그리고 써낸 명품 해부학! 도대체 만화가들은 왜 만화 주인공들의 눈을 크게 그려? 서양인은 왜 하나같이 코가 높아? 미국 동물 만화 캐릭터들은 왜 손가락이 네 개야? 슈퍼히어로들은 어째서 항상 쫄쫄이를 입는 거야? 왜 남자는 상체를, 여자는 하체를 강조하는 거지? 다리를 길게 그리면 왜 멋져 보일까? 알고 그리면 달라진다! 사실적 인물 묘사로 정평이 난 국민 그림꾼 석정현이 대답하는 인체의 미스터리!",1,국내도서-예술
59,9788960883673,96567833,친절한 빛과 색,"18,000원","1,000원",박리노,디지털북스,"『친절한 드로잉』 『친절한 컬러링』 『다이나믹 드로잉』 에 이은 박리노 작가의 4번째 책 ! 『친절한 빛과 색』 [빛]은 [재질]을 통해 [색]으로 표현된다. 무조건 예쁘게 채색하기 위한 것이 아닌, 그림을 그릴 때 빛과 재질을 이해하고 색으로 표현하는 방법. 즉, '사실적'인 '빛'과 '색'을 '그리는' 방법을 필자의 경험과 노하우를 통해 제시한 도서이다.",1,국내도서-예술
60,9788903315148,179105,세광 소나티네 앨범,"7,200원",400원,편집부,세광음악출판사,,1,국내도서-예술
61,9788967359676,104868112,"음악, 당신에게 무엇입니까","17,820원",190원,이지영,글항아리,"시간을 쌓아올려 얻은 음악의 언어 그런 음악은 당신에게 무엇인가 이 책은 그 답변을 찾아가는 오랜 여정이다 음악은 같은 예술 분야인 미술에 비해 텍스트와 덜 친화적이다. 즉흥적으로 뭔가를 느끼고 감정을 직접 건드린다는 점에서 탁월한 표현력을 지닌다. 이런 점은 음악의 가장 큰 장점이지만, 한편 더 깊이 있게 알려는 이들에게는 관련 텍스트가 폭넓지 않아 가끔 척박하다는 인상을 준다. 가령 피아니스트, 바이올리니스트들은 직접 글을 쓰는 일이 드물고, 저명한 작곡가들에 대한 책 역시 많지 않다. 청중(독자)은 동시대 최정점에 오른 연주자들의 콘서트홀을 찾고 음반을 들으면서 그들의 음악 해석, 훈련 방법, 음악관, 작곡가에 대한 연주자의 생각, 예술을 대하는 마음가짐 등을 알고 싶어한다. 청중도 나름의 이해 방식과 취향을 갖고 있지만, 아티스트들의 직접적인 목소리와 자신의 해석을 견주어 ‘클래식 음악 지형도’를 그리면서 더 섬세한 감상의 기술을 자기 안에 심어보고 싶은 것이다.",1,국내도서-예술
62,9791155813973,103337338,캐릭터 직업 사전,"19,800원","1,100원",안젤라 애커만/베카 푸글리시/최세민/김흥준/박규원/서연주 /이두경 /이학미 /최윤영,윌북(willbook),"아마존 글쓰기 분야 베스트셀러 『트라우마 사전』, 『디테일 사전』 시리즈 신작 ‘중단편의 신’ 김보영 소설가 강력 추천! 캐릭터는 이야기의 시작이자 끝이다. 핵심이며 기본이다. 우리가 이야기 자체보다 캐릭터에 열광하고 빠져드는 이유다. 여기 그 캐릭터를 구상할 때, 등장인물에 좀 더 디테일한 리얼리티를 부여하고 싶을 때, 옆에 두고 읽으면 세상 든든한 사전이 왔다. 바로 ‘캐릭터 직업’에 관한 사전이다. 현업 작가와 작가 지망생들에게 전폭적인 지지를 얻었던 글쓰기 분야 스테디셀러 『트라우마 사전』, 『디테일 사전』의 저자들이 이번에는 인물의 ‘직업’에 주목했다. 자, 인생 드라마, 영화, 웹소설, 소설, 웹툰… 모든 히트작들의 공통점을 떠올려보라. 그 중심에는 언제나 히어로든 빌런이든 감정적 공감도가 높고 개성적인 인물이 있다. 저자들은 인물이 종사하는 직업의 중요성을 환기한다.",1,국내도서-인문
63,9791167500090,104405257,위키위키 칼림바 연주곡집,"10,800원",600원,위키위키,서울음악출판사,"칼림바 최고의 유튜브 채널을 운영하고 있는 위키위키의 칼림바 연주곡집!! 칼림바 연주 영상 중 가장 사랑을 많이 받은 인기곡 선정! QR 코드로 전곡 모범연주 영상과 반주 MR 영상 수록! 컬러 숫자 악보와 음정 조율 일러스트를 사용한 보기 쉬운 악보! 『위키위키 칼림바 연주곡집』은 구독자 17만 명(2021년 10월 기준)의 ‘위키위키’ 칼림바 영상들 중 가장 인기 많고 칼림바로 연주하기에 좋은 요청곡들로 엄선하여 아주 쉬운 난이도부터 솔로 연주까지 다양한 구성을 담은 필수 칼림바 연주곡집이다. 칼림바와 기초음악이론, 반주 MR이 있는 쉬운 단선율 멜로디 악보부터 무반주 화음 솔로 악보까지 다양한 난이도를 한 권에 구성하여 초보자부터 실력자까지 모두 사용가능하다. 또한, 모든 곡에 QR코드로 모범 연주 영상을 수록하여 활용도가 높고, 쉬운 단선율 멜로디 악보에는 반주 MR과 함께 연주할 수 있어 더욱 풍성한 사운드를 경험할 수 있다.",1,국내도서-예술
64,9791162730256,66820363,난처한 클래식 수업 1,"16,200원",900원,민은기,사회평론,"쉽고도 깊이 있는 내용으로 사랑받는 〈난처한 시리즈〉의 클래식 편. 클래식이라면 마냥 어렵거나, 들으면 좋지만 왜 좋은지 이해하고 표현하기는 힘든 초보 감상자에게 맞춤한 책이다. 생생하고 친절한 강의가 클래식을 오래 곁에 두고 자주 만나고 싶은 좋은 친구로 소개한다. 교수가 강의를 하고 독자가 답하는 대화 형식으로 쓰였으며, 수십 장의 일러스트와 사진 도판을 삽입해 시각적으로 풍성한 느낌도 주었다. 문어체보다 구어체에 익숙하고 활자보다 영상에 더 익숙한 세대를 고려한 구성이다. 특히 이번 클래식 시리즈는 강의 도중에 QR코드로 음악을 들을 수 있도록 배치해 실제로 음악을 들으면서 책을 읽어나갈 수 있게 했다.",1,국내도서-예술
