순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
29,9791164389551,95161627,"나태주, 시간의 쉼표","14,220원",790원,나태주,서울문화사,"짧고, 쉽고, 단출한 글자만으로 우리의 마음에 큰 위로를 전하는 이 시대 가장 따뜻한 시인, 나태주의 글과 그림으로 구성된 일력이 출간되었다. 작은 탁상달력 형태인 이 책은 1월 1일부터 12월 31일까지의 숫자가 나태주 시인의 손글씨로 적혀 있어, 시인 특유의 친근한 온정을 그대로 느낄 수 있게 한다. 한국인이 사랑하는 시집 『꽃을 보듯 너를 본다』, 『혼자서도 별인 너에게』 등에 수록된 주옥같은 시들 중 그날그날에 어울리는 시구들을 정선하여 구성했다. “시를 쓰다 보면 그림이 떠오르고 그림을 그리다 보면 시가 써지기도” 한다는 나태주 시인에게 그림 그리기는 “시 쓰기와 형제지간”이나 다름없다. 이렇듯 시인은 시만큼이나 많은 그림을 그려왔다. 이 책에는 무심한 듯 세밀한 연필화부터, 채색화, 판화까지 나태주 시인이 그동안 손수 그려온 그림들이 가득 담겨 있다. 이런 다채로운 그의 그림들은 화려하지 않아 더 따스하고, 커다랗지 않아 더 애틋한 그의 시와 오롯이 닮아 있다.",1,국내도서-소설/시/희곡
30,9791187824299,98880903,이상한 나라의 앨리스 : 디즈니 애니메이션 70주년 특별 에디션,"12,600원",700원,루이스 캐롤/공민희/양윤정,아르누보,"아동 문학의 영원한 고전 『이상한 나라의 앨리스』 70년 만에 전세계 최초로 이뤄지는 소설과 애니메이션의 ‘진짜’ 콜라보레이션! 황금빛 햇살이 눈부신 오후, 언니와 함께 하릴없이 강둑에 앉아 있던 앨리스는 눈이 빨간 흰 토끼가 혼잣말하는 소리를 듣는다. 믿을 수 없는 광경에 사로잡힌 앨리스는 흰 토끼를 따라 토끼 굴 속으로 떨어지는데…. 시계를 든 토끼를 따라 환상의 세계로 빠져드는 앨리스의 모험을 담은 루이스 캐럴의 대표작, 『이상한 나라의 앨리스』는 처음 책이 출간된 1865년 이후, 1951년 디즈니 스튜디오에서 애니메이션을 제작하며 더욱 유명해졌다고 해도 과언이 아니다. 특히 현재 우리가 익히 알고 있는 풍성한 금발에 파란 원피스의 귀여운 소녀 모습은 애니메이션의 영향을 받은 것으로 그 일러스트들은 70년이 지난 지금도 사랑받으며 꾸준히 팬층을 모으고 있다.",1,국내도서-소설/시/희곡
31,9788936434120,13137546,소년이 온다,"12,600원",700원,한강,창비,"억울한 영혼들의 말을 대신 전하는 오월의 노래. 섬세한 감수성과 치밀한 문장으로 인간 존재의 본질을 탐구해온 작가 한강의 여섯번째 장편소설이다. 1980년 광주의 5월을 다뤄 창비문학블로그 '창문'에 연재할 당시(2013년 11월~2014년 1월)부터 독자들의 이목을 끌었던 열다섯살 소년의 이야기는 '상처의 구조에 대한 투시와 천착의 서사'를 통해 한강만이 풀어낼 수 있는 방식으로 1980년 5월을 새롭게 조명한다. 한강은 무고한 영혼들의 말을 대신 전하는 듯한 진심 어린 문장들로 어느덧 그 시절을 잊고 무심하게 5·18 이후를 살고 있는 우리에게 묵직한 질문을 던지고, 여전히 5·18의 트라우마를 안고 힘겹게 살아가는 사람들을 위무한다.",1,국내도서-소설/시/희곡
32,9791191056136,104644232,네 번의 노크,"12,420원",690원,케이시,인플루엔셜,"K-미스터리의 놀라운 데뷔작! 영화계가 먼저 ‘픽’한 강렬한 미스터리 스릴러! 케이시 작가의 데뷔작 『네 번의 노크』는 강력한 스토리텔링의 힘을 보여주는 놀라운 소설이다. 공모전이나 평단의 평가 없이, 스스로 제작한 전자책을 온라인 서점에 올려 독자들과 직접 만났다. 미스터리 스릴러 관련 인터넷 카페 등에서 회자되던 이 소설은 새로운 스토리에 목말라 있던 영화제작자의 눈에 띄어 전격적으로 영화화 계약을 했고, 뒤이어 단행본 출간 계약까지 따내면서 오직 이야기의 재미와 작가의 필력만으로 새롭게 독자들을 만나게 되었다. 여성 전용 원룸에서 한 남자가 죽고, 같은 층에 사는 여섯 명의 여자들이 모두 용의선상에 오르며 시작되는 이 소설은 마지막까지 예측할 수 없는 결말로 독자들을 혼란에 빠트린다. 반전에 반전을 거듭하는 스토리, 속도감 있는 문체, 전형적이지 않은 여성 캐릭터들로 독자들을 사로잡는 이 소설은, K-미스터리의 새로운 스토리텔러의 등장을 알리는 강렬한 데뷔작이다.",1,국내도서-소설/시/희곡
33,9791196814342,89392792,요리코를 위해,"13,500원",750원,노리즈키 린타로/이기웅,모모,"모두가 누군가가 세팅한 무대 위의 인형에 지나지 않았다 괴물은 누구이며, 그 괴물을 움직이는 자는 누구인가? 『요리코를 위해』 스페셜 리커버 에디션! 장르소설 마니아는 물론 분야를 넘어 수많은 독자들에게 사랑받은 화제의 베스트셀러, 『요리코를 위해』가 스페셜 리커버 에디션으로 화려하게 재탄생했다! 딸을 잃은 아버지가 딸의 죽음에 감춰진 진실을 추적하면서 출발하는 추리소설 『요리코를 위해』는 “결말 궁금해서 화장실 못 가는 책” “영화로 나와도 손색없을 작품” “앉은 자리에서 한번에 읽어버린 소설” 등 독자들의 극찬과 호평을 받으며 2020년 3월 출간 이후부터 현재까지 5만 부 이상의 판매 수치를 기록했다. 독자들의 이러한 뜨거운 반응에 힘입어 스페셜 에디션으로 새롭게 단장한 『요리코를 위해』는 리커버판만의 색다른 매력을 담은 동시에 참혹한 여운을 남기는 소설 속 비극을 절묘하게 구현한다.",1,국내도서-소설/시/희곡
34,9788937460449,176787,데미안,"7,200원",400원,헤르만 헤세/전영애,민음사,데미안을 통해 참다운 어른이 되어 가는 소년 싱클레어의 이야기. 한 폭의 수채화같이 아름답고 유려한 문체로 전세계인의 사랑을 받고 있는 작품. 감수성이 풍부한 주인공 싱클레어가 소년기에서 청년기를 거쳐 어른으로 자라가는 과정이 세밀하고 지적인 문장으로 그려져 있습니다. 진저한 삶에 대해 고민하고 올바르게 살기 위해 노력하는데미안과 싱클레어의 깊이 있...,1,국내도서-소설/시/희곡
35,9788956608556,17320795,구의 증명,"7,200원",400원,최진영,은행나무,만약 네가 먼저 죽는다면 나는 너를 먹을 거야. 그래야 너 없이도 죽지 않고 살 수 있어. 사랑 후 남겨진 것들에 관한 숭고할 만큼 아름다운 이야기 2006년 계간《실천문학》으로 등단한 뒤 2010년 《당신 옆을 스쳐간 그 소녀의 이름은》으로 한겨레문학상을 수상한 최진영의 소설 《구의 증명》이 은행나무에서 출간되었다. 이 작품은 3~4백매 분량의 중편소설 시리즈로 한국문학의 새로운 기운을 불어넣고 있는 ‘은행나무 노벨라’ 일곱 번째 수록 작품이다. 최진영 소설 《구의 증명》은 사랑하는 연인의 갑작스러운 죽음 이후 겪게 되는 상실과 애도의 과정을 통해 삶의 의미 혹은 죽음의 의미를 되묻는 소설이다. 이 작품에서 최진영은 퇴색하지 않는 사랑의 가치를 전면에 내세우고 아름다운 문장과 감성적이며 애절한 감수성을 통해 젊고 아름다운 남녀의 열정적인 사랑과 냉정한 죽음에 대해 세련된 감성과 탁월한 문체로 담아내고 있다.,1,국내도서-소설/시/희곡
36,9788932039060,103737367,너를 닮은 사람,"12,600원",700원,정소현,문학과지성사,"어느 날, 과거가 나를 찾아왔다 젊은작가상, 김준성문학상, 한국일보문학상 수상 작가 정소현의 첫 소설집 JTBC 드라마 [너를 닮은 사람] 원작 소설 수록! 세상의 모순을 정확하고 기민하게 추적하는 작가 정소현의 첫 소설집 『실수하는 인간』이 『너를 닮은 사람』으로 재출간되었다. JTBC 드라마 [너를 닮은 사람]의 원작 소설을 포함해 총 8편의 소설이 수록돼 있다. 소설집 두 권과 중편소설 한 권을 출간하는 동안 정소현은 현실을 “괴로울 정도로 정확하게”(정세랑) 대면하게 만드는 진중한 태도를 내내 유지해왔다. 상처를 인식하지 못한 채 고통을 감내해내다 정상과 비정상을 혼동하고 일상과 비일상을 가로지르는 상처 입은 사람들의 이야기. “한 인간 속에 숨어 있는 죄의식을 끈질기게 파고드는” “우리 문학에서 흔치 않은” “집중력”(남진우)을 보여주는 작가 정소현의 첫 발걸음을 다시 마주해보길 권한다.",1,국내도서-소설/시/희곡
37,9791188710348,70875765,눈사람 자살 사건,"11,700원",650원,최승호,달아실,"독자들의 많은 사랑을 받았지만 안타깝게도 절판되었던 최승호의 우화집 『황금털 사자』(해냄, 1997)를 복간하였다. 이번에 복간하면서 선생께서 제목도 “눈사람 자살 사건”으로 바꾸었고, 내용도 상당 부분 바꾸었다. 박상순 시인의 북디자인이 또한 책을 새롭게 만드는 데 큰 몫을 했다. 표지 디자인은 물론 본문의 그림도 다 바뀌었다. 따라서 복간이라기보다는 개정판에 가깝다고 하겠다. 최승호 우화집 『눈사람 자살 사건』에 나오는 우화들은 대개 짧다. 웬만한 산문시보다도 짧다. 그런데 그 짧은 문장에 담긴 의미는 결코 가볍지 않다. 결코 녹록지 않다. 또한 처음 책이 나온 지 30년이 훌쩍 지났지만, 최승호 선생이 들려주는 한 편 한 편의 우화는 지금의 세상과 빗대어도 전혀 어색함이 없다. 고전이 그렇듯이 좋은 글은 세월의 풍화를 이겨내는 법이다. 삶이란 무엇인지, 인간관계란 무엇인지, 생태계 속에서 인간과 자연은 어떻게 함께하는지 등등 주옥같은 우화를 만나보기 바란다.",1,국내도서-소설/시/희곡
38,9788932008806,33580,아홉 켤레의 구두로 남은 사내,"11,700원",650원,윤흥길,문학과지성사,"[알릴레오 북‘s 43회 추천 도서] 현실의 변화와 마주하는 글쓰기 윤흥길 『아홉 켤레의 구두로 남은 사내』 “그날 밤엔 영 잠이 오질 않았다. 줄담배질로 밤늦도록 이리 뒤척 저리 뒤척 하면서 내가 생각한 것은 찰스 램과 찰스 디킨스였다.” 1968년 [한국일보] 신춘문예에 「회색 면류관의 계절」이 당선된 이후, 「장마」를 통해 분단 문학의 새로운 장을 열었다고 호평받았던 저자의 두번째 소설집을 문학과지성 소설 명작선으로 재출간했다. 폭넓은 상징적 관점 아래 1970년대 한국 사회의 여러 문제를 제시하면서 정직하고도 일관된 비판 정신을 보여주는 윤흥길의 절정의 문학을 담았다.",1,국내도서-소설/시/희곡
39,9791190090261,91766653,천 개의 파랑,"12,600원",700원,천선란,허블,"‘한국과학문학상’의 또 다른 성취로 기억될 이름! 우리 SF가 품게 된 가장 따뜻한 물결, 천선란! 2019년 첫 장편소설 『무너진 다리』로 SF 팬들에게 눈도장을 찍었고, 2020년 7월, 소설집 『어떤 물질의 사랑』을 통해 우리 SF의 대세로 굳건히 자리 잡은 천선란. 2019년 한국과학문학상 장편 대상 수상작 『천 개의 파랑』은 이를 방증하듯 출간 전부터 많은 SF 팬들의 뜨거운 기대를 모았다. 『천 개의 파랑』은 한국과학문학상 심사위원 김보영에게 “천 개의 파랑이 가득한 듯한 환상적이고 우아한 소설”, “이미 활발하게 활동하고 있는 유명 작가의 작품이라 해도 믿을 법했다” 라는 찬사를 이끌어냈다. 이는 김창규 작가가 한국과학문학상 심사평에서 언급한 말과 맥을 같이 한다. “더 이상 좋은 한국 SF의 가능성’이란 얘기는 듣지 않아도 되겠다는 생각이 들어 기뻤다. 그만큼 SF를 충분히 소화하고 빚은 작품들이, 가능성을 넘어 다양한 길을 정하고 완성되고 있었다.",1,국내도서-소설/시/희곡
40,9791190224154,78651636,끝까지 남겨두는 그 마음,"12,420원",690원,나태주,북로그컴퍼니,"풀꽃 시인 나태주의 첫 필사시집! 대표 시 [풀꽃]부터 미공개 시 30여 편 포함 총 100편 수록! 대한민국이 지금 가장 사랑하는 시인 나태주. 초등학교 선생님으로 오랜 시간 아이들 곁에 머물며 천진난만한 감성을 지녔다. 남들과 다르지 않은 일상에서도 뛰어난 관찰력으로 시를 쓰는, 작고 여린 존재에게 따뜻한 손길을 건네는 그의 이야기를 이제 필사시집으로 만난다. 『끝까지 남겨두는 그 마음』은 2020년 등단 50주년을 맞이하는 그의 작품 중 필사하기 좋은 시를 뽑아 만든 나태주 첫 필사시집이다. 누구나 한 번쯤 가슴에 새겨본 [풀꽃]부터 신작 시 [오직 사무치는 마음 하나로]까지 미공개 시 30여 편을 포함해 총 100편의 시를 담았다. 사람, 자연, 세상… 특별하지 않은, 보통의 하루에서 영감을 받아 쓴 그의 시는 우리에게 웃음과 위안을 준다. 시를 손으로 한 자 한 자 써 내려가다 보면 ‘나만 이런 건 아니구나. 너도 그렇구나.",1,국내도서-소설/시/희곡
41,9788954682749,103916738,1차원이 되고 싶어,"13,320원",740원,박상영,문학동네,"젊은작가상 대상, 신동엽문학상 수상 작가 박상영 첫 장편소설 2019년 「우럭 한 점 우주의 맛」으로 “대범하고 진실하기 때문에 힘이 있”(소설가 김성중)다는 평을 받으며 젊은작가상 대상을, 2021년 『대도시의 사랑법』으로 “낡은 관계와 관념을 무너뜨리는 혁신적 면모를 보여줬다”(신동엽문학상 심사위원회)는 평을 받으며 신동엽문학상을 수상한 박상영 작가의 첫 장편소설 『1차원이 되고 싶어』가 출간되었다. 2020년 상반기에 웹진 [주간 문학동네]에서 전반부를 연재할 때부터 큰 관심과 인기를 모은 『1차원이 되고 싶어』는 이후 작가가 각고의 노력을 기울여 200자 원고지 1,300매가 넘는 묵직한 분량으로 완성되었다. 『1차원이 되고 싶어』는 한국의 지방 도시 D시를 배경으로 십대 퀴어 ‘나’의 이야기를 그린다.",1,국내도서-소설/시/희곡
42,9788954672214,90367403,"시선으로부터,","12,600원",700원,정세랑,문학동네,"2021 서울국제도서전 기념 한정 리커버 『시선으로부터,』 하와이 에디션 정세랑 작가의 장편소설 『시선으로부터,』가 2021 서울국제도서전을 기념해 새로운 재킷을 입었다. 등장인물들은 저마다 나름의 상처를 가졌지만 그럼에도 배경인 하와이처럼 따뜻하고 명랑한 공기가 흐르는 『시선으로부터,』의 분위기를 표지에 담았다. 윤예지 작가의 화사하고 팝한 일러스트로 열대의 흥겨움이 느껴지는 새로운 표지에는 ‘하와이 에디션’이라는 이름을 붙여보았다. 일반적인 CMYK 4도가 아니라 비비드한 별색 4도로 인쇄해 컬러풀한 정세랑의 작품세계를 표현했다.",1,국내도서-소설/시/희곡
43,9788998441012,8759796,모순,"11,700원",650원,양귀자,쓰다,"초판이 나온 지 벌써 15년이 흘렀지만 이 소설 『모순』은 아주 특별한 길을 걷고 있다. 그때 20대였던 독자들은 지금 결혼을 하고 30대가 되어서도 가끔씩 『모순』을 꺼내 다시 읽는다고 했다. 다시 읽을 때마다 전에는 몰랐던 소설 속 행간의 의미를 깨우치거나 세월의 힘이 알려준 다른 해석에 놀라면서 “내 인생의 가장 소중한 책 한 권”으로 꼽는 것을 주저하지 않는다. 『모순』이 특별한 것은 대다수의 독자들이 한 번만 읽고 마는 것이 아니라 적어도 두 번, 혹은 세 번 이상 되풀이 읽고 있다는 사실에 있다. 『모순』의 주인공은 25세의 미혼여성 안진진. 시장에서 내복을 팔고 있는 억척스런 어머니와 행방불명의 상태로 떠돌다 가끔씩 귀가하는 아버지, 그리고 조폭의 보스가 인생의 꿈인 남동생이 가족이다. 여기에 소설의 중요 인물로 등장하는 이모는 주인공 안진진의 어머니와는 일란성 쌍둥이로 태어났지만 인생행로는 사뭇 다르다.",1,국내도서-소설/시/희곡
44,9791190157346,102716751,루팡의 딸 2,"13,500원",750원,요코제키 다이/권하영,북플라자,"루팡의 딸이 결혼하고 돌아왔다! 도둑 집안의 딸 하나코와 경찰 집안의 아들 카즈마는 사랑스러운 딸 안을 낳고 평범한 듯 아슬아슬한 결혼생활을 이어나간다. 카즈마가 일하는 경찰청 수사1과에는 아름다운 외모와 명석한 두뇌를 갖춘 호죠 미쿠모가 새로 부임한다. 유서 깊은 탐정 집안의 외동딸이자 일명 ‘홈즈의 딸’인 미쿠모와 수사 파트너가 된 카즈마. 그들이 밤낮없이 수사에 몰두하던 어느 날, 하나코와 안은 수상한 자에게 납치를 당하는데…. 사랑과 복수가 얽힌 이야기의 서막. 과연 그 끝은 어디로 향할 것인가.",1,국내도서-소설/시/희곡
45,9788937460050,17352,동물농장,"7,200원",400원,조지 오웰/도정일,민음사,영국 작가의 세계적인 장편소설이다. 인간에게 착취당하던 동물들이 인간을 내쫓고 동물농장을 세운다는 큰 줄거리 아래 독자자와 사회주의 사회의 문제를 실랄하게 비판하고 풍자한 장편소설. 볼셰비키 혁명 이후 스탈린 시대까지의 소련의 정치상황을 소재로 했다.,1,국내도서-소설/시/희곡
46,9788932917245,22431294,어린 왕자,"10,620원",590원,앙투안 드 생텍쥐페리/황현산,열린책들,"전 세계가 사랑하는 가장 아름다운 이야기, 생텍쥐페리의 『어린 왕자』가 문학 평론가 황현산 선생의 번역으로 열린책들에서 출간되었다. 프랑스어 원문에 대한 섬세한 이해, 정확하고도 아름다운 문장력, 예리한 문학적 통찰을 고루 갖춘 번역으로 문학 번역에서 큰 입지를 굳혀 온 황현산 선생은 이 작품을 새롭게 번역하면서 생텍쥐페리의 진솔한 문체를 고스란히 살려 내기 위해 심혈을 기울였다. 원문 텍스트 선택부터 번역의 마무리 작업까지, 국내에 출간된 많은 [어린 왕자] 중에서도 특히 원전의 가치를 충실히 살린 한국어 결정판을 마련하고자 했다. 다른 별에서 온 어린 왕자의 순수한 시선으로 모순된 어른들의 세계를 비추는 이 소설은, 꾸밈없는 진솔한 문체와 동화처럼 단순해 보이는 이야기 속에 삶을 돌아보는 깊은 성찰을 아름다운 은유로 녹여 낸 작품이다.",1,국내도서-소설/시/희곡
47,9791158887551,97247817,듄 신장판 2,"13,500원",750원,프랭크 허버트/김승욱,황금가지,"역사상 가장 많이 팔린 SF이자 독자들이 뽑은 역대 최고의 SF인 프랭크 허버트의 대작 『듄』이 신장판 전집으로 황금가지에서 출간되었다. 2001년 첫 번역본이 출간된 이후 20년 만에 재출간된 신장판은, 기존의 18권 반양장본을 원서와 동일한 6권으로 묶은 양장본으로서, 김승욱 역자가 6개월여의 원본 대조 작업을 통해 번역을 새롭게 손본데다, 전집 가격은 20년 전보다 오히려 10% 이상 낮게 책정되었다. 『듄』은 지금까지 2000만 부 이상의 판매고를 올리며 전 세계에서 가장 많이 판매된 SF로 알려져 있으며, 「컨택트」, 「블레이드 러너 2049」의 감독인 드니 빌뇌브에 의해 대작 할리우드 영화로 올 10월 공개될 예정으로, 예고편 공개만으로 원작 소설이 베스트셀러에 오르는 등 전 세계적으로 높은 주목을 받고 있는 기대작이다.",1,국내도서-소설/시/희곡
48,9788936459574,103967246,나나,"11,700원",650원,이희영,창비,“당신의 영혼을 찾으러 왔습니다.” 30만 부 판매 『페인트』 이희영 신작 『아몬드』 『위저드 베이커리』를 잇는 K-영어덜트의 매력적 세계! 재미와 감동을 전 세대에 전하는 소설Y 시리즈가 새로운 K-영어덜트의 세계를 펼쳐 보인다. 한국형 영어덜트 소설의 지평을 넓히는 이번 시리즈의 첫 권으로 30만 독자에게 사랑받은 베스트셀러 『페인트』 이희영 작가의 신작 장편소설 『나나』가 출간되었다. ‘영혼이 몸을 빠져나온다면’이라는 흥미로운 설정에서 출발한 이번 작품은 재기 넘치는 문장으로 오늘을 사는 현대인의 영혼을 속속들이 들여다본다. 누구보다 열심히 하루하루를 살아가는 모범생 한수리와 모두에게 착한 아이였던 은류. 겉으로는 문제없어 보이던 두 주인공이 영혼으로 빠져나온 뒤 스스로를 관찰하며 진짜 자신의 모습을 깨달아 가는 과정이 깊은 공감을 불러일으킨다.,1,국내도서-소설/시/희곡
49,9791139700121,103838075,러시아 동화 전집,"39,600원","2,200원",알렉산드르 아파나세프,현대지성,"러시아의 그림형제, 아파나세프가 들려주는 178편의 옛이야기 톨스토이, 푸시킨, 차이코프스키에게 영감을 준 러시아 동화 모음집 “이 이야기들은 얼마나 매혹적인가!” -푸시킨- ‘러시아의 그림형제’로 불리는 아파나세프는 실제 독일의 그림형제를 본받아 민담을 보존하려는 일념으로 거대한 러시아 땅을 뒤져 600여 편의 동화를 수집했다. 특정 작가의 작품이 아니라, 오래전부터 사람들 사이에서 전해 내려오며 살아남은 것이었다. 이 책은 그중 178편을 엄선해 흥미로운 삽화와 해설을 곁들여 선보인다. 러시아의 수많은 문학가와 예술가들에게 구전 동화는 영감의 원천이었다. 동화는 상상력을 자극하고, 그 안에 고유한 문화와 감성이 녹아 있기 때문이다. 러시아의 대표적인 소설가 톨스토이는 어릴 적 이야기꾼의 동화를 들으며 잠이 들었고, 유명한 시인 푸시킨은 유모에게서 옛이야기를 들으며 상상력을 키웠다.",2,국내도서-소설/시/희곡
50,9788956609959,27643793,종의 기원,"11,700원",650원,정유정,은행나무,"3년, 모두가 손꼽아 기다려온 소설 악惡은 어떻게 존재하고 점화되는가 심연에서 건져 올린 인간 본성의 ‘어두운 숲’ 작가 정유정이 돌아왔다! 펴내는 작품마다 압도적인 서사와 폭발적인 이야기의 힘으로 많은 독자들의 뜨거운 사랑을 받아온 정유정이 전작 《28》 이후 3년 만에 장편소설 《종의 기원》으로 독자들을 찾았다. 새로운 작품을 내놓을 때마다 다음 작품을 기다리게 하는 작가이기에 3년 만에 만나는 그의 신작을 향한 독자들의 기대는 그 시간만큼이나 높게 쌓였을 것이다.",1,국내도서-소설/시/희곡
51,9788973814725,18360997,멋진 신세계,"12,420원",690원,올더스 헉슬리/안정효,소담출판사,"충격적인 미래 문명 비판 문학의 고전, 『멋진 신세계』 속 냉혹한 미래상은 이미 현재 진행 중이다! 올더스 헉슬리의 예언적 소설 『멋진 신세계』는 금세기에 미래를 가장 깊이 있고 날카롭게 파헤친 작품 중의 하나다. 현대식 에덴동산에서의 삶을 그린 이 이야기는 자유와 도덕 개념이 낡은 넝마가 되어버린 현대 문명사회를 회화적으로 묘사하여 그 속에 내포된 위험을 경고한다. 뼈아프게 비판하고 고결하게 지키려는 헉슬리의 웅변적인 인간 선언을 우리는 잊지 말아야 한다. -「새터데이 리뷰Saturday Review」 암울한 미래 세계를 그린 뛰어난 현대 고전을 남긴 올더스 헉슬리는 명문 집안 출신의 영국 작가로서 광범위한 지식뿐 아니라 예리한 지성과 우아한 문체, 그리고 때로는 냉소적인 유머 감각으로 유명하다. 그가 1932년에 발표한 작품 『멋진 신세계』는 금세기에 미래를 가장 깊이 있고 날카롭게 파헤친 작품 중의 하나로 평가받는다.",1,국내도서-소설/시/희곡
52,9788937460777,372300,1984,"8,550원",470원,조지 오웰/정회성,민음사,"전제주의라는 거대한 지배 시스템 앞에 놓인 한 개인이 어떻게 저항하다가 어떻게 파멸해 가는지, 그 과정과 배후를 적나라하게 보여주는 디스토피아 소설이다. 작품의 무대는 전체주의의 극한적인 양상을 띠고 있는 나라, 오세아니아. 정치 통제 기구인 당은 허구적 인물인 빅 브라더를 내세워 독재 권력의 극대화를 꾀하는 한편, 정치 체제를 항구적으로 유지하기 위해 텔레스크린, 사상경찰, 마이크로폰 등을 이용하여 당원들을 철저하게 감시한다.",1,국내도서-소설/시/희곡
53,9788932921044,101758676,문명 2,"13,320원",740원,베르나르 베르베르/전미연,열린책들,"전염병과 테러, 전쟁으로 한계에 다다른 인류 문명 그 자리를 대신할 새로운 문명은 어디에- 베스트셀러 작가 베르나르 베르베르의 신작 장편소설 『문명』(전2권)이 프랑스문학 전문 번역가 전미연의 번역으로 열린책들에서 출간되었다. 소설의 배경은 전염병으로 수십억 명이 사망하고, 테러와 전쟁으로 황폐해진 세계. 이 소설이 프랑스에서 처음 출간된 2019년에만 해도 흔히 사용되는 디스토피아적 배경에 불과했겠지만 코로나 시대를 살아가는 지금 우리에게는 더욱더 생생하게 느껴지는 설정이다. 『문명』은 인류 문명이 벼랑 끝에 다다른 세상을 무대로 『고양이』의 주인공이었던 고양이 바스테트가 모험을 펼치는 소설이다. 고양이들의 일차 목표는 기하급수적으로 불어난 쥐 떼의 공격을 물리치고 열악한 환경에서 살아남는 것이지만, 최종 목표는 인류 문명을 대신할 새로운 문명을 건설하는 것이다.",1,국내도서-소설/시/희곡
54,9788983927620,82935976,해리포터와 마법사의 돌 1,"8,100원",450원,J.K. 롤링/강동혁,문학수첩,"해리 포터 세대의, 해리 포터 세대를 위한, 해리 포터 세대에 의한 새 번역! ‘21세기 대표 아이콘’에 걸맞은 완성도 높은 작품으로 재탄생하다! 1997년 영국에서 출간된 이래 『해리 포터』 시리즈는 지금까지 200개국 이상 80개의 언어로 번역되고 출간되어 5억 부 이상을 판매했다. 국내에서도 1999년 『해리 포터와 마법사의 돌』의 출간을 필두로 지금까지(2019년 9월 기준) 약 1,500만 부가 판매되었으며, 현재에도 독자들에게 변함없는 사랑을 받고 있다. 이 시리즈는 여덟 편의 영화로도 제작되어 전 세계 곳곳에서 흥행을 거두었고, 영화와 관련된 새로운 도서가 출간되고 테마 파크가 조성되는 등 놀라운 기현상을 빚어냈다. 뿐만 아니라 『해리 포터』 시리즈에서 또 다른 작품들이 문화상품으로 파생되어 지금도 꾸준히 독자들을 만나고 있다.",1,국내도서-소설/시/희곡
55,9788932921037,101758671,문명 1,"13,320원",740원,베르나르 베르베르/전미연,열린책들,"전염병과 테러, 전쟁으로 한계에 다다른 인류 문명 그 자리를 대신할 새로운 문명은 어디에- 베스트셀러 작가 베르나르 베르베르의 신작 장편소설 『문명』(전2권)이 프랑스문학 전문 번역가 전미연의 번역으로 열린책들에서 출간되었다. 소설의 배경은 전염병으로 수십억 명이 사망하고, 테러와 전쟁으로 황폐해진 세계. 이 소설이 프랑스에서 처음 출간된 2019년에만 해도 흔히 사용되는 디스토피아적 배경에 불과했겠지만 코로나 시대를 살아가는 지금 우리에게는 더욱더 생생하게 느껴지는 설정이다. 『문명』은 인류 문명이 벼랑 끝에 다다른 세상을 무대로 『고양이』의 주인공이었던 고양이 바스테트가 모험을 펼치는 소설이다. 고양이들의 일차 목표는 기하급수적으로 불어난 쥐 떼의 공격을 물리치고 열악한 환경에서 살아남는 것이지만, 최종 목표는 인류 문명을 대신할 새로운 문명을 건설하는 것이다.",1,국내도서-소설/시/희곡
56,9791190174756,89913383,"칵테일, 러브, 좀비","9,000원",500원,조예은,안전가옥,"안전가옥 쇼-트 시리즈의 두 번째 책으로, 조예은 작가의 단편집이다. 안전가옥 오리지널 시리즈의 첫 책 『뉴서울파크 젤리장수 대학살』에서 탄탄한 구성의 호러 스릴러를 선보였던 작가의 연출력은 단편집에서 더욱 다양한 색채로 빛을 발한다. 미묘하지만 분명한 폭력을 감내해 왔던 여성 빌런의 탄생을 그린 「초대」, 물귀신과 숲귀신 사이의 사랑스러운 이끌림을 담은 「습지의 사랑」, 블랙 유머를 통해 가부장제의 이면을 들여다보는 오컬트 좀비물 「칵테일, 러브, 좀비」, 제2회 황금가지 타임리프 공모전에서 우수상을 차지한 「오버랩 나이프, 나이프」 등 네 작품을 수록하였다.",1,국내도서-소설/시/희곡
57,9788936456085,2870072,완득이,"11,700원",650원,김려령,창비,"마해송문학상과 문학동네 어린이문학상, 창비청소년문학상을 석권한 주목받는 젊은 작가 김려령의 청춘소설. 집도 가난하고 공부도 못하지만 싸움만큼은 누구에게도 지지 않는 열일곱 소년 완득이가 성장해가는 과정을 따뜻하게 그려내었다. 이 소설은 가진 건 타고난 두 주먹뿐인 뜨거운 청춘 도완득, 학생들을 살살 약 올리는 재미로 학교에 나오는 건 아닐까 의심스러운 담임선생 ‘똥주’, 전교 1, 2등을 다투는 범생이지만 왠지 모르게 완득이에게서 눈길을 떼지 못하는 윤하 등 매력적인 인물들을 등장시켜 재미를 더한다.",1,국내도서-청소년
