순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
30,9788901254517,105039010,고립의 시대,"19,800원","1,100원",노리나 허츠/홍정인,웅진지식하우스,"* 애덤 그랜트, 아리아나 허핑턴 추천 * [와이어드], [데일리 텔레그래프] 선정 2021 올해의 책 오랫동안 우리 안에 홀로 갇힌 생쥐가 친구 생쥐를 만나면 어떤 일이 벌어질까? 고립된 생쥐는 ‘침입자’를 잔인하게 공격한다. 세계적 정치경제학자 노리나 허츠(Noreena Hertz)는 스마트폰과 도시의 비대면 시스템, 감시 노동에 갇힌 채 살아가는 21세기 현대인이 소통 본능을 잃은 ‘외로운 생쥐’처럼 서로를 공격하고 있다고 말한다. 외로움과 고립감은 더 이상 개인의 문제로 끝나지 않고 이 사회를 소외와 배제, 양극화와 정치적 극단주의로 내몬다는 것이다. 우리 시대에 만연한 외로움과 그 사회 경제적 비용을 밀도 있게 분석하며 영국 출간 당시 주요 언론의 찬사를 받은 이 책『고립의 시대(The Lonely Century)』는 우리가 일하고 투표하고 소통하는 방식을 무너뜨리는 ‘고립 사회’의 근원을 파헤친다.",1,국내도서-사회 정치
31,9788934991366,97418314,"빌 게이츠, 기후재앙을 피하는 법","16,020원",890원,빌 게이츠/김민주/이엽,김영사,"빌 게이츠가 10년간 올인한 바로 그 주제! 기후재앙을 피하기 위한 명확한 목표와 근본적인 해법 혁신적 엔지니어이자 실용적 환경주의자 빌 게이츠가 10년간 집중적으로 연구한 끝에 마침내 공개하는 기후재앙 극복 해법. 목표는 명확하고 계획은 구체적이다! 매년 발생하는 온실가스 배출량 510억 톤을 2050년 선진국부터 ‘순 제로net zero’로 만들 것. 탄소 문명을 청정에너지 문명으로 바꿀 ‘기술-정책-시장구조’를 만들 것. 성장과 지구가 양립 가능한 계획을 위해 정부와 기업 그리고 각자가 할 수 있는 일을 구체적으로 제시한다. 물리학, 화학, 생물학, 공학, 정치학, 경제학, 재무학 분야의 전문가와 협력해 발견한 유일한 솔루션과 실현 가능한 로드맵.",1,국내도서-사회 정치
32,9791186742662,104232704,메타버스 교육 프로젝트,"19,800원","1,100원",변문경/김경한/박찬/이정훈,다빈치books,"게더타운은 Zoom에 아바타를 더한 메타버스 구축 플랫폼입니다. 공간 커스터마이징이 쉽고 25인 이하가 참여할 때는 공간 유지비용이 없다는 장점이 있습니다. 서비스를 오픈한 지 1년 남짓한 기간 동안 게더타운의 기업가치는 2조 원이 될 정도로 성장하였습니다. 그 이유는 누구나 쉽게 메타버스를 만들 수 있기 때문입니다. 보통 메타버스라고 하면 아름다운 아바타와 3D 그래픽을 떠올립니다. 하지만 게더타운은 이러한 화려한 그래픽과는 거리가 멉니다. 대신 누구든 이미지 파일을 업로드하여 공간을 만들 수 있습니다. 게더타운을 활용하여 교육 프로젝트를 기획하시는 분들을 위해 이 책을 만들었습니다. 이 책 1장에는 학교, 영재교육원, 교육적인 목적의 행사를 기획하시는 데 도움이 되도록 초등학생 대상의 가상 전시 행사 사례에 대해 기획부터 실행의 모든 과정을 담았습니다.",2,국내도서-사회 정치
33,9788934982975,63733198,21세기를 위한 21가지 제언,"19,800원","1,100원",유발 하라리/전병근,김영사,"『사피엔스』, 『호모 데우스』에 이은 유발 하라리의 ‘인류 3부작’ 완결편. 인류의 과거와 미래를 탐색한 전작에 이어 『21세기를 위한 21가지 제언』에서는 정보기술과 생명기술의 비약적인 발전이 이끄는 유례없는 혁명기, 새로운 도전과 위협에 직면해 있는 인류의 현재를 살핀다. 인공지능은 인간의 일자리를 빼앗아갈 태세다. 가짜 뉴스의 해악과 테러의 공포는 우리의 판단을 흐리고 있으며, 기후변화와 핵전쟁의 위협은 묵시록적인 예언을 낳고 있다. 민족과 종교, 인종주의에 갇혀 반목하고 있는 인류의 오늘은 어떤 내일을 만들어갈 것인가.",1,국내도서-인문
34,9791160947045,96565175,사이보그가 되다,"16,020원",890원,김초엽/김원영,사계절,"인공지능, 로봇, 사물인터넷, 자율주행, 가상현실 등 오늘날 ‘미래’라는 말을 채우고 있는 내용을 보면, 마치 그 미래는 인간의 몸과는 무관하게 전개될 것만 같다. 인간의 개입을 최소화한 채로 움직이는 세상, 첨단 기술을 동원해 인간의 생물학적 한계를 뛰어넘은 신체들이 이끌어가는 사회는 고통도 갈등도 불가능도 없는 편리하고 매끄러운 곳일까? 열다섯 살 전후로 신체의 손상을 보완하는 기계들(보청기와 휠체어)과 만나 ‘사이보그’로 살아온 김초엽과 김원영은 인간의 몸과 과학기술이 만나는 현장에 줄곧 관심을 가져왔다. 두 사람은 오늘의 과학과 기술이 다양한 신체와 감각을 지닌 개인들의 구체적인 경험을 고려하지 않은 채 발전해가고 있지는 않은가 하는 문제의식을 공유한다.",1,국내도서-사회 정치
35,9788962623871,103303349,미쳐있고 괴상하며 오만하고 똑똑한 여자들,"14,400원",800원,하미나,동아시아,"질병과 낙인 너머, 공동의 우울에 관한 가장 치열하고 다정한 탐구 불안과 우울의 파편을 모아 2030 여성들의 언어로 ‘우울증’을 다시 쓰다 2003년부터 2020년까지, 한국은 2017년 단 한 해를 제외하고는 줄곧 OECD 국가 자살률 1위를 기록했다. 그 가운데 ‘우울증’은 자살의 원인으로 지목되었고, 꾸준히 사회문제로 호명되어 왔다. 특히 최근에는 정신질환을 진단받는 2~30대 여성이 많아지고, 20대 여성의 자살률이 높아지는 현상이 집중적으로 보도되고 있다. 정신과에 방문하는 사람들이 많아지며 우울증을 비롯한 정신질환을 진단받은 당사자들의 수기가 잇달아 출간되고 있다. 질병을 제거하거나 부정해야 할 대상으로 여기지 않고, 삶의 일부로 받아들이며 함께 살아가는 당사자들의 이야기는 질병에 대한 다른 관점을 제시했다. 하미나 작가는 이러한 흐름 속에서 다음과 같은 문제의식을 갖게 됐다.",1,국내도서-사회 정치
36,9788937833663,6779868,돈으로 살 수 없는 것들,"14,400원",800원,마이클 샌델/안기순/김선욱,와이즈베리,"전 세계가 기다려온 샌델식 토론의 결정판 하버드대학교 최신 인기강의 MARKETS & MORALS를 책으로 만나다 이 책의 내용은 2012년 봄학기부터 ‘Markets & Morals’라는 이름으로 하버드대학교 철학강의로 개설되었고 강의 첫날, 수강신청에 성공하지 못한 학생들도 몰려드는 바람에 더 넒은 강의실로 장소를 옮겨 강의하는 해프닝까지 벌어졌다. 이 책은 마이클 샌델 1998년 옥스퍼드대학교의 ‘인간 가치에 관한 태너 강의’에서 논의한 ‘시장과 도덕(Markets & Morals)’에서 출발했으며, 2000-2002년 카네기 연구재단의 지원을 받으면서 더욱 진전되었다.",1,국내도서-사회 정치
37,9791166034497,102187239,느린 학습자의 공부,"13,500원",750원,박찬선,이담북스(이담Books),"『경계선 지능을 가진 아이들』, 『경계선 지능과 부모』 저자이자, 아동심리 전문가, 인지학습치료 및 경계선 지능 전문가가 다룬 교육 지침서 이번에는 ‘느린 학습자들의 공부’에 초점을 둔 책이 나왔습니다. 이 책에서는 경계선 지능과 학습장애를 ‘느린 학습자’로 보고 있다. 저자는 현장에서 수많은 경계선 지능 학생들을 만났고, 그중에서도 학습장애 학생들이 다수 포함되어 있다는 것을 발견했다. 이들은 비슷하지만 다르게 접근해야 한다는 것을 알게 되었기 때문이다. 경계선 지능과 학습장애를 가진 모든 학생들이 열심히 노력한다면, 또래 학생들과 같은 잠재능력을 펼칠 수 있다. 느린 학습자들을 어떻게 지도하고 있나요? 느린 학습자들의 인지적 특징은 무엇인가요? 위 질문에 제대로 대답하기 어려운 분들이라면, 어서 이 책을 펼쳐보자.",1,국내도서-사회 정치
38,9788995894576,3460481,프로파간다,"13,500원",750원,에드워드 버네이스/강미경,공존,"심리학자 프로이트의 조카이자 'PR의 아버지'라 불리는 에드워드 버네이스의 대표작으로, 자본주의 민주 국가에서 탄생한 선전(propaganda)의 의미와 역할을 소개한다. 저자는 선전의 부정적 이미지를 걷어내면서 정치, 경제, 교육, 예술 등 다양한 분야에서 선전을 활용하는 방법을 간단명료하게 설명한다. 이 책에서는 '통치 수단으로서의 선전'과 'PR 산업으로서의 선전'을 구분하여 중점적으로 다루고 있다.",1,국내도서-사회 정치
39,9788956991634,9294560,지혜로운 교사는 어떻게 말하는가,"13,500원",750원,"칙 무어만,낸시 웨버 공저/윤미나 역",한문화,"상처주지 않고 아이들에게 긍정적인 변화를 이끌어내는 지혜로운 교사의 교실 대화법 67가지 교실은 한 명의 교사와 여러 학생의 대화가 끊임없이 이어지는 곳이다. 하지만 자세히 들여다보면 교실 말하기의 80%는 교사의 말이 차지하고, 교사의 말은 대화라기보다는 일방적인 설명이나 “~해!” “~하지 마!”와 같은 통제, 요구, 명령이 대부분이다. 그런데 교사의 말 한마디가 어떤 아이에게는 평생 상처가 되기도 하고, 어떤 아이에게는 평생 격려가 되기도 한다. 《지혜로운 교사는 어떻게 말하는가》는 먼저 교사가 날마다 아이들에게 하는 말이 진정으로 원하는 결과를 이끌어내고 있는지를 묻는다. 그리고 교실에서 학생들과 좀더 효과적이고 평화적으로 소통할 수 있는 대화법을 구체적으로 제시한다. 교사가 자주 쓰다 보니 하나의 패턴이 된 대화법 67가지를 제시하고, 그 표현이 학생들에게 미치는 긍정적인 영향과 부정적인 영향을 조목조목 설명한다.",1,국내도서-사회 정치
40,9791190337229,85031549,마음과 마음을 잇는 교사의 말공부,"10,800원",600원,천경호/김차명,우리학교,"“우리는 어떻게 서로를 이해할 수 있을까?” 교사와 아이들 사이, 소소한 듯 반짝이는 말 풍경 “왜 학교에 다녀야 해요?” “책을 꼭 읽어야 하나요?” “쟤랑 놀기 싫은데요.” “지각 좀 하면 큰일 나요?” 교실 속 아이들 개개인이 지닌 특성과 처한 환경, 문제 상황 등은 저마다 천차만별이다. 그만큼 단순한 질문부터 예상치 못한 말까지 의중과 범위를 가늠할 수 없는 ‘말’들이 교사와 아이들 사이를 끊임없이 오간다. 교사라고 해서 아이들이 품는 질문에 항상 명쾌하게 해답을 주거나 모든 아이의 마음속을 파악하고 있을 리 없다. 그렇기에 교사는 종종 아이들과의 대화에서 길을 잃고 만다. 저경력 시절의 천경호 교사도 그중 한 명이었다. 아이들의 어려움을 읽고 그 벽을 넘어서도록 돕고 싶었던 천경호 교사는 긍정심리학과 상담학을 공부하며, 아이들과 진심으로 말을 나누고 마음을 나누는 법을 차근차근 찾아 왔다.",1,국내도서-사회 정치
41,9788989824565,6259212,유한계급론,"18,000원","1,000원",소스타인 베블런,우물이있는집,전세계적인 베스트셀러이며 지금도 수많은 사람들이 읽고 있다. 왜 그럴까? 사회철학자 루이스 멈퍼드는 “베블런은 우리의 경제질서에 내재한 사회적 모순을 마르크스 이후 가장 선구적으로 분석한 학자였다”고 회고하면서 “그의 저서들은 실로 막대사탕 포장지에 감싸인 다이너마이트와 같은 인격을 반영하는 듯하다”고 평가했다. 또한 뉴딜정책을 주창한 경제학자 스튜어트 체이스는 “베블런은 미래세대가 나아갈 궤도를 그려보인 천문학자였다 해도 과언이 아니다.,2,국내도서-사회 정치
42,9788935668663,101908860,조국의 시간,"15,300원",850원,조국,한길사,조국 전 장관의 회고록. 2019년 법무부 장관 후보로 지명된 뒤 일어난 여러 사태를 돌아보며 자신의 생각을 밝힌 책.,1,국내도서-사회 정치
43,9788934990307,92285599,"나는 풍요로웠고, 지구는 달라졌다","13,950원",770원,호프 자런/김은령,김영사,"『랩 걸』 호프 자런 신간! 먹고 소비하는 우리의 삶은 최근 50년간 지구를 어떻게 만들었을까? 여성 식물학자가 풀어내는 자신의 삶과 지구, 풍요에 관한 이야기 우리에게 시의적절하게 도착한 『나는 풍요로웠고, 지구는 달라졌다』는 우리가 직면해야 하는 위협과 두려움에 관한 책이기도 하지만, 그 이전에 우리가 누려왔고 누릴 수 있는 풍요로운 삶에 관한 이야기이다. 원제 ‘The Story of More’가 암시하듯 이 책은 더 많이 빨리 소비하는 생활이 만들어낸 심각한 문제들에 관한 이야기이기도 하지만, 더 안전하고 편리해진 삶, 나아가 더 많은 사람이 혜택을 누리는 풍요로운 삶에 관한 이야기이기도 하다. 우리는 어떻게 포기할 수 없는 것들을 포기하지 않으면서도 지구 환경의 지속성을 망치지 않을 수 있을까? 호프 자런은 이 질문에 답하고자 한다. 지구의 변화를 이야기하기 위한 주요 소재로 호프 자런이 선택한 것은 바로 자신의 삶이다.",1,국내도서-자연과학
44,9788972917038,89182437,소유냐 존재냐,"10,800원",600원,에리히 프롬/차경아,까치(까치글방),"20세기를 대표하는 사상가, 에리히 프롬이 남긴 최고의 명저 ??소유냐 존재냐?? 독점 계약판 소유하는 삶을 살 것인가, 존재하는 삶을 살 것인가 한 인간을 개체로 보느냐, 아니면 사회적 산물로 보느냐에 따라서 인간에 대한 관점은 크게 달라진다. 이 책의 저자 에리히 프롬은 “개인과 사회”라는 문제에 접근하면서, 개체로서의 본연의 인간을 그 출발점으로 삼는다. 현대 사회를 살아가는 우리 모두는 “소유”와 “존재”의 문제에 봉착해 있다고 할 수 있다. 이 책은 독자들에게 그런 문제에 어떻게 대응할 것인가를 곰곰이 생각해볼 수 있는 기회가 되어줄 것이다.",1,국내도서-인문
45,9791195486977,104843717,김학성의 헌법 이야기 국민헌법,"25,200원","1,400원",김학성 저,퓨리탄,,1,국내도서-사회 정치
46,9791135469039,104127936,권력의 원리,"16,920원",940원,줄리 바틸라나/티치아나 카시아로/최윤영,로크미디어,"권력이 무엇인지, 권력은 어떻게 얻고 잃는지, 또한 어떻게 해야 권력을 선을 위해 사용할 수 있는지에 대한 주목할 만한 통찰이 담긴 책. _애덤 그랜트, 『싱크 어게인』, 『오리지널스』 저자 더 좋은 세상을 만들기 위해서 권력과 힘을 제대로 이해해야 한다 권력을 선하게 행사할 수 있는 방법론을 제시하는 중요한 안내서! 권력과 힘은 대인관계에서부터 직장에서의 논쟁, 국제 외교, 기업 비즈니스에 이르기까지 세상 모든 곳에 항상 존재하고 있다. 권력과 힘은 본질적으로 다른 사람에게 영향을 미치는 능력이다. 많은 사람들이 힘을 가지길 원하는 이유도 알게 모르게 우리가 이러한 힘의 속성을 깨닫고 있기 때문이 아닐까.",2,국내도서-사회 정치
47,9791196968243,93218120,교사의 시선,"16,200원",900원,김태현,교육과실천,"시선, 심미안, 커뮤니티, 콘텐츠, 디자인 교사의 눈으로 나 자신과 교육과 세상을 깊이 들여다보기 『교사, 수업에서 나를 만나다』, 『교사, 삶에서 나를 만나다』 교육학 분야 베스트셀러의 저자의 신작 2012년 『교사, 수업에서 나를 만나다』, 2016년 『교사, 삶에서 나를 만나다』의 저자 김태현의 신간이 4년만에 출간되었다. 출간 이후 줄곧 교육학 분야 베스트셀러인 『교사, 수업에서 나를 만나다』와 『교사, 삶에서 나를 만나다』는 교사가 자신의 내면을 세우고 수업을 성찰하며, 고단한 매일의 일상에 작은 위로를 건네면서 어느 순간 잃어버린 자기 자신을 되찾도록 도와주었다. 그리고 지금까지도 대한민국의 수많은 교사에게 사랑받고 있다. 최근의 미래 교육의 담론은 앞서가고 빨리 가는 것만을 이야기한다. 저자는 이 책에서 조금 다른 관점에서 교사의 삶과 우리의 교육에 대해서 들여다보며, ‘교사의 시선’을 되찾으려고 한다.",1,국내도서-사회 정치
48,9791187624004,36467155,사회적 상황 추론 카드 1,"18,000원","1,000원","허은경,김재리,최소영 공저",예꿈교육,"상황 이해 및 추론 능력, 언어적 표현 능력을 기를 수 있는 카드 형식의 교재 30개의 다양한 사회적 상황을 담은 그림 카드 제공 관찰/사고/감정/적용 질문으로 구성된 문제 카드 제공 규칙/예절, 배려/눈치, 또래관계, 문제해결 등 주제별 구성 영역별 점수 체계로 아동의 강점과 약점 파악 가능 그래프를 통해 아동의 수행 진전을 시각적으로 비교 가능 본 카드는 사회적 상황을 이해하고 추론하여 적절한 언어로 표현하는 것에 어려움을 보이는 아동들을 대상으로 제작되었다. 상황 이해 및 추론 능력, 언어적 표현 능력을 기를 수 있는 카드 형식의 교재로, 아동 주위에서 쉽게 일어날 수 있는 30가지의 사회적 상황을 제시하였고, 상황을 이해하는 데 도움이 되는 질문, 원인/해결책을 추론하도록 하는 질문, 감정 이해에 대한 질문, 아동의 실제 상황에 적용해볼 수 있는 질문들을 함께 제공하였다.",1,국내도서-사회 정치
49,9791160948905,105117892,대치동,"16,200원",900원,조장훈,사계절,"“대치동은 대한민국 모든 욕망의 최전선이다” 대치동은 모든 유형의 문제와 입시 요강을 낱낱이 분석하여 신속하게 대응하는 대한민국 사교육의 중심이자, 전국의 집값을 들썩이게 하는 부동산 시장의 정점이다. 이곳 학원가에서 20여 년간 일한 입시 전문가 조장훈이 명문대 학벌을 얻기 위해 몰려드는 사람들과 그 열기 속에서 부동산 시세 차익을 셈하는 이들이 어지럽게 뒤엉킨 대치동 내부의 풍경을 기록했다. 계급 간 힘겨루기의 결과 끊임없이 요동치는 대학 입시 제도, 이를 세분하여 상품으로 기획하고 판매하는 사교육 시스템, 사교육이 발전하는 만큼 치솟는 집값이라는 거시적 구조 위에 학부모와 학생, 학원장, 강사, 상담실장 등 자신이 보고 듣고 경험한 학원가 사람들의 이야기를 더했다. 저자는 이곳을 ‘욕망의 최전선’이라 부르며 한국인의 세속적 욕망이 학벌주의와 부동산 신화로 향하게 된 경로를 추적한다.",1,국내도서-사회 정치
50,9791191903010,103853988,메르켈 리더십,"23,400원","1,300원",케이티 마튼/윤철희,모비딕북스,"우리에겐 왜 메르켈이 없을까? 안타깝지만 대한민국 정치판엔 정치가 없다. 정치를 ‘가치를 배분하는 일’이라고 정의하든, ‘사회적 갈등을 조정하고 합의를 이끌어내는 일’이라고 말하든, 대한민국엔 정치가 없다. 이 와중에 다시 대통령선거 일정이 다가왔다. 그런데 참 이상하다. 이번 대선엔 시대정신도, 미래에 대한 비전도, 전망도 없다. 누구도 얘기하지 않는다. 늘 나오는 얘기지만, 대한민국에서 가장 신뢰받지 못하는 집단은 정치인이다. 이번엔 사라져버린 대한민국의 정치를 다시 찾을 수 있을까? 2020년 퓨 리서치 센터(Pew Research Center)는 ‘세계에서 가장 신뢰할 수 있는 지도자’로 독일의 메르켈 총리를 선정했다. 트럼프와 함께 구렁텅이로 빠진 미국의 리더십 대신 메르켈이 세계의 리더임을 확인한 것이다. 이미 2015년 [타임]은 ‘올해의 인물’로 앙겔라 메르켈을 선정했다.",2,국내도서-사회 정치
51,9791189143251,103768840,한국의 능력주의,"16,200원",900원,박권일,이데아,"불평등은 참아도 불공정은 못 참는 한국, 한국인 불편한 진실…한국인의 64.8% 불평등 찬성, 12.4%만 평등 찬성 시험, 보상, 능력, 무임승차, 개천 용, 억울하면 출세하라 능력에 따른 차별, 능력주의는 어떻게 우리의 삶을 망가뜨리는가 시험에 합격하지 않거나 일정한 조건에 부합하지 않은 사람들이 보상을 받는 것에 대해, 예컨대 비정규직이 정규직으로 전환하는 데 있어 한국인들은 유독 불편해한다. 자격이 없다, 불공정하다는 것이다. 자못 당연한 것처럼 보인다. 이 논리의 핵심에 능력주의(meritocracy)가 있다고 책은 말한다. 능력이 우월할수록 더 많은 몫을 가지고 능력이 모자랄수록 더 적은 몫을 가지는 것이 당연시되는 것. 이 룰이 깨지면 부정의하고, 불공정하며 사회의 효율을 떨어뜨리는 일로 비난받는다. 이 책은 이렇듯 ‘불평등은 참아도 불공정은 못 참는’ 한국 사회와 한국인에 대한 보고서다.",1,국내도서-사회 정치
52,9791163461043,95913123,수업 잘하는 교사는 루틴이 있다,"15,300원",850원,유영식,테크빌교육,"수업루틴, 역량중심수업과 교사 교육과정을 만들다! 누구나 갖고 있지만, 아무도 몰랐던 수업루틴 교사라면 누구나 수업을 진행하는 일정한 흐름과 즐겨 활용하는 수업 방법을 갖고 있다. 이를 교육과정과 매칭하여 체화하면 교사 자신만의 수업루틴으로 만들 수 있다. 이 책의 자세한 안내와 사례로 선생님만의 수업루틴을 만들어 수업 잘하는 교사로 거듭날 것이다.",1,국내도서-사회 정치
53,9788950995508,101877534,이낙연의 약속,"17,100원",950원,이낙연/문형렬,21세기북스,"이낙연을 만든 뿌리의 시간과 여정 국가비전 ‘내 삶을 지켜주는 나라‘에 대한 생생한 육성! 서울대 법대 출신. 5선 국회의원이자 전남 도지사와 국무총리, 더불어민주당 당 대표를 지냈고 정치인이 되기 전에는 《동아일보》 기자로 21년 동안 일함. 이것이 국회의원 이낙연에 대해 우리가 익히 알고 있는 이력 혹은 스펙이다. 이러한 스펙은 한 사람에 대해 많은 정보를 제공해주지만 이와 동시에 한 인간에 대한 의미 있는 정보는 전혀 찾아볼 수 없기도 하다. 누군가를 제대로 알게 된다는 것은 그 사람의 표정과 작은 습관들을 눈을 마주하면서 지켜보고 그 사람이 어떤 생각을 가지고 있는지 대화를 통해 조금씩 알아가게 되는 것을 의미할 것이다. 저자가 『이낙연의 약속』을 통해 이루고자 하는 바도 바로 그것이다.",1,국내도서-사회 정치
54,9788901251868,102815589,약속의 땅,"29,700원","1,650원",버락 오바마/노승영,웅진지식하우스,"역대 대통령 회고록 중 최다 판매와 최고 선인세, 출간 첫날 90만 부 판매, 예약판매 즉시 아마존 종합 1위, 26개 언어 출간 계약 등 여러 기록을 남기며 전 세계 화제작으로 떠오른 미국 제 44대 대통령 버락 오바마의 회고록 『약속의 땅』의 한국어판. 미국 최초의 흑인 대통령이 되어 백악관에 입성하기까지의 과정과 임기 첫 2년 반 동안의 고군분투를 놀랍도록 솔직하고 사실적으로 담아냈다.",1,국내도서-사회 정치
55,9791168011632,104715771,경계선 지능 아동의 정서사회성,"14,400원",800원,정하나/유선미/김지연/임행정/정혜경/허성희,이담북스(이담Books),"경계선 지능 아동의 ‘정서사회성 향상 프로젝트’를 위해 ‘인지행동상담 전문가 6인’이 모여 집필했습니다. 임상, 학교, 가정 등 현장에서 바로 활용 가능한 사례 수록 성향별 인지행동치료/인지행동놀이치료 프로그램 제공 느린 학습자들의 정서사회성 향상을 위한 국내 연구와 자료가 여전히 미비하다. 이에 임상 교육 현장에 있는 심리치료 전공 교수와 박사들이 모여 이 책을 집필했다. 경계선 지능 아동의 인지적 특성과 정서적 특성을 파악하고, 우울-불안-분노-산만함으로 구분하여 임상 효과가 검증된 인지행동치료 프로그램을 소개한다. 집필진은 그동안 경계선 지능을 가진 아이들의 특성을 고려하여 정서사회성 프로그램을 개발해왔으며, 아이들을 만나는 전문가들을 대상으로 교육을 하는 데도 힘써왔다. 이제 이 책을 통해 느리게 배우기에 더 많이 배울 수 있는 아이들에게 이제는 ‘마음’도 배울 수 있음을 알리고자 한다.",1,국내도서-사회 정치
56,9791168220065,105016700,메타버스 스쿨혁명,"15,120원",840원,김은형,서사원,“메타버스세대 아이들에게 스마트폰과 컴퓨터는 생필품이다!” 아이들이 자신의 특이성을 지켜나가도록 개별 맞춤형 교육 프로그램으로 교육의 판을 새롭게 디자인하자. Z세대+메타버스+교육! 미래 사회의 비전을 제안하다. *글로벌미디어 WalkintoKorea 추천도서* 호모메타버스 Z세대 아이들에게 스마트폰과 컴퓨터는 생필품이다. 아이들은 디지털 메타버스 내에서 친구를 만나고 학습 정보도 교환한다. 그것이 그들의 영토가 되었고 삶의 터전이 되었다. 이제는 스마트폰을 자유자재로 다루는 도구의 인간으로 아이들을 진화시켜야 한다. 그들이 속한 메타버스는 아이들에게는 현실과 동일시되기 때문에 교육 목표를 뚜렷이 하고 유아기부터 단계별 철학과 인성 교육을 진행해야 한다. 위대한 개인은 스스로 가치 있는 선택과 결정을 통해 탄생한다. 아이들의 교육 또한 스스로 자발적으로 탐구영역을 넓혀나갈 때 더욱더 확장된다.,2,국내도서-사회 정치
57,9791139700114,104085885,군중심리,"10,800원",600원,귀스타브 르 봉/강주헌,현대지성,"“왜 똑똑한 사람들이 모여 어리석은 선택을 하는가?” 인간 집단의 심리와 행동 그리고 그들을 이끄는 리더십 원리 메타버스 시대에도 여전히 적용되는 최고의 사회심리학 고전 * 『르몽드』 선정, “세상을 바꾼 20권의 책” * “주식 시장의 대중 심리를 알려면 꼭 읽어야 할 책” _앙드레 코스톨라니(“유럽의 버핏”으로 불리는 전설적 투자자) “당선될 수만 있다면 과장된 공약을 남발해도 괜찮다. 유권자는 공약에 박수를 보낼 뿐 얼마나 지켰는지 알려고 하지는 않는다.” “흑색선전으로 상대에게 타격을 주되 증거를 찾아 제시할 필요는 없다.” “때로는 여론이 협박으로 돌변해 정치인의 행동 노선까지 바꾼다.” 오늘날의 정치 행태를 꼬집은 것 같지만 사실은 19세기 말에 귀스타브 르 봉이 쓴 책, 『군중심리』에 담긴 내용이다. 사회상과 군중에 대한 그의 분석은 21세기인 지금과 견주어도 이질감이 전혀 없다.",1,국내도서-인문
58,9791191724042,104216081,그림책으로 펼치는 회복적생활교육,"16,200원",900원,황진희,교육과실천,"그림책으로 펼쳐낸 회복적 생활교육, 그 생생한 모습을 담다! 쉽고 재미있는 그림책으로 존중과 배려가 숨쉬는 평화로운 학급 만들기! 저자가 1년 동안 학급에서 아이들과 함께 24권의 그림책을 읽으며 ‘회복적 생활교육’을 실천한 사례를 담은 책이다. 새 학년 새 학기, 선생님과 아이들이 처음 만나는 날, 서로가 어떻게 자신을 소개하고 관계 맺어나갈까를 시작으로, 안전하고 평화로운 교실을 만들기 위한 토대를 다지고, 그림책 읽기와 이를 연계한 활동으로 공동체성을 쌓아올리는 모습, 평화 감수성을 키우는 단계까지, 생생하게 보여준다. 이 모든 과정은 그림책 읽기의 감동과 여운을 그대로 연장하여 여기에서 얻은 느낌과 생각, 배움과 성장을 서클로 나누고, 결과물로 표현하는 형태로 이루어진다. 학교에서는 아이들에게 서로를 존중해야 한다, 잘못한 건 스스로 책임져야 한다고 가르치지만, 아는 것이 삶으로 이어지기란 쉽지 않다.",1,국내도서-사회 정치
59,9788950995874,102415780,평균의 종말,"18,000원","1,000원",토드 로즈 /정미나/이우일,21세기북스,"아마존닷컴 최고의 책 TED 화제의 강연 워싱턴포스트 권장도서 패스트컴퍼니 권장도서 숨겨진 재능을 찾는 교육 혁명 평균주의가 망친 교육을 다시 설계하라! “게으름뱅이, 문제아, 한심한 녀석.” 하버드 교육대학원의 교수이자 교육신경과학 분야의 최고 권위자, 토드 로즈의 고등학생 시절 이야기다. 믿기 힘들겠지만, 고등학교 시절 그는 성적 미달과 ADHD 장애로 학교를 중퇴했다. 평생 골칫덩이 취급만 받던 토드 로즈가 인생 반전을 맞이한 건, 학교에서는 인정받지 못했던 자신만의 ‘고유한 재능’을 발견해 스스로 공부했기 때문이다. 아이들은 저마다 타고난 재능이 다르다. 암기력이 좋은 아이가 있는가 하면 상황 판단이 빠른 아이가 있고, 수리적 이해가 높은 아이가 있는가 하면 예술적 감각이 뛰어난 아이가 있다. 그러나 공교육은 그 같은 다차원적인 ‘개개인성’을 무시하고, 오로지 ‘시험 잘 보는 능력’만으로 아이의 모든 걸 평가한다.",1,국내도서-사회 정치
