순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
29,9791135459757,89400268,혼돈의 시대 리더의 탄생,"24,120원","1,340원",도리스 컨스 굿윈/강주헌,커넥팅(Connecting),"굿윈의 책은 항상 시의적절한 시기에 나타난다. _보스턴 글로브 퓰리처상, 앤드루 카네기 메달, 링컨상을 받은 역사학자이자 정치평론가 도리스 컨스 굿윈의 역작! 리더는 타고나는가, 아니면 만들어지는가? 시대가 리더를 만드는가, 아니면 리더가 시대를 만드는가? 도리스 컨스 굿윈이 반세기 동안 혼신의 힘을 다해 연구한 리더들의 모든 것을 담은 책! 경영학과 학생들은 나에게 “어떤 역사적 인물과 점심 식사를 함께하고 싶습니까?”라고 묻는다. 도리스 컨스 굿윈은 우리에게 훌륭한 교훈을 주는 4명의 리더와 함께하는 멋진 연회를 준비해 주었다. 의자를 앞으로 당겨 앉아라! _워런 버핏 분열과 혼돈의 시대다. 기술이 발전하면서 우리는 초연결 사회에 살게 되었다. 급속도로 변화하고 있는 지금, 세상은 혼란스럽다. 뛰어난 위기관리 및 의사결정 능력을 지닌 리더가 필요해진 것이다. 전 세계는 점점 더 탁월한 리더를 절실히 원하고 있다.",1,국내도서-사회 정치
30,9788980403660,11021749,"설탕, 세계를 바꾸다","12,600원",700원,"마크 애론슨,마리나 부드호스 공저/설배환 역",검둥소,"설탕은 세계를 바꾸었다. 단순한 먹을거리가 아닌 인류 역사에 막대한 영향을 끼친 설탕을 살펴보다. 《설탕, 세계를 바꾸다 - 마법, 향신료, 노예, 자유, 과학이 얽힌 세계사》는 우리에게 설탕이 바꾼 모든 역사를 보여 준다. 여러 가지 세계사에 중요한 일들은 놀랍게도 설탕과 연결되어 있다. 이 책을 통해 독자들은 설탕이 발견되기 이전인 벌꿀의 시대에 그저 ‘달콤한 갈대’로 불렸던 사탕수수가 설탕으로 만들어지게 되면서 변한 인류의 모습을 살펴볼 수 있다. 설탕은 전 세계가 교통하는 데 빼놓을 수 없는 물질이었고, 나아가 노예제를 촉발하고 자유의 사상이 전 세계로 퍼지게 하는 매개 역할을 하기도 했다. 꿀벌의 시대에서 설탕의 시대로, 노예의 시대에서 자유의 시대로 변화하는 세계의 모습에서 설탕을 빼놓을 수 없는 중요한 물질이다.",1,국내도서-역사
31,9791189722104,78514934,"그때, 맥주가 있었다","16,200원",900원,미카 리싸넨/유하 타흐바나이넨/이상원/장혜경,니케북스,"역사의 현장을 지켰던 맥주에 얽힌 이야기들! 맥주는 흔하지만, 특별한 술이다. 유럽에서는 맥주가 역사의 흐름을 좌우했을 정도로 맥주 사랑이 각별하다. 이 책은 역사의 현장을 지켰던 맥주에 얽힌 사건과 인물에 관한 이야기를 담고 있다. 그저 평범한 서민들의 갈증을 달래주는 술 정도로 알고 있었던 맥주에도 와인 못지 않은 매력적인 스토리 텔링이 가능하다는 사실을 새삼 깨닫게 해준다. 역사학자인 두 저자는 중세 초기에서 21세기에 이르기까지 유럽 여러 지역에서 일어난 다양한 사건과 인물에 관한 이야기들을 유쾌한 입담으로 풀어 놓는다. 맥주가 어떻게 역사를 빚고 역사 속에 자리매김했는지 그 활약상이 흥미진진하다. 더불어 각 장의 끝에는 그 사건들관 관련된 상표의 맥주에 대해 자세히 소개되어 있어 유럽 18개국 24종 맥주에 관한 맥주 정보서로도 활용할 수 있다.",1,국내도서-역사
32,9791188635498,103164486,세계사를 바꾼 10가지 감염병,"15,750원",870원,서수지/조지무쇼/와키무라 고헤이,사람과나무사이,"14세기 페스트 팬데믹이 아니었다면 유럽 근대화도, 유럽의 세계 제패도 없었다?! “유럽의 근대화는 페스트에서 시작되었다”라는 말이 회자될 정도로 페스트 팬데믹은 유럽 근대화의 기폭제가 되었다. 실제로 페스트 팬데믹이 아니었다면 지난 몇백 년간 유럽이 전 세계를 제패하며 엄청난 부를 손에 넣고 권력을 휘두르는 데 중요한 원동력이 된 ‘근대화’도 일어나지 않았을 가능성이 크다. 인류를 절망과 고통과 공포로 몰아넣은 감염병 페스트가 어떻게 유럽 근대화의 인큐베이터가 되고 유럽이 전 세계를 제패하게 하는 원동력이 될 수 있었을까? 한마디로 말하자면, 전체 인구의 4분의 1에서 3분의 1에 달하는 수많은 사람이 목숨을 잃은 상황에서 역설적으로 유럽 사회를 송두리째 뒤바꾸어놓는 근본적인 변화와 혁신이 이루어졌기 때문이다.",1,국내도서-역사
33,9791197438714,102347666,1페이지 세계사 365,"15,750원",870원,심용환,빅피시,"MBC 〈선을 넘는 녀석들 마스터-X〉 MC 심용환 역사학자의 짧지만 깊고, 쉽지만 넓은 세계사 수업 두껍고 복잡한 역사책 앞에서 매번 좌절하는 당신을 위해, 읽기만 하면 역사의 흐름이 단번에 잡히는 세계사 수업이 시작된다. 역사적으로는 인류 문명의 시작부터 현대까지, 주제로는 세계사에서 가장 중요한 사건, 인물, 장소는 물론 문화, 종교, 예술 작품까지 골고루 담았다. 또한 지금까지 유럽사 중심으로 기술됐던 세계사에서 벗어나 우리의 관점에서 동서양의 역사를 균형 있게 다뤘다. 미래에 대한 최선의 예언가는 과거다. 짧지만 깊고, 쉽지만 넓은 세계사 지식을 통해 오늘을 살아갈 지혜를 얻고, 어느 누구와도 지적으로 대화할 수 있는 지식 여행을 떠나보자.",1,국내도서-역사
34,9791197438769,102803550,1페이지 한국사 365,"14,850원",820원,심용환,빅피시,"한국사의 가장 중요한 장면 365개를 1권에 담았다 『세상의 모든 지식이 내 것이 되는 1페이지 한국사 365』》는 매일 1페이지씩, 365개의 주제를 읽으며 한국사에 대해 쉽고 재미있게 이해할 수 있는 책이다. 월요일부터 일요일까지 사건, 인물, 장소, 유적·유물, 문화, 학문·철학, 명문장 총 일곱 분야의 지식을 다루고 있어 한국사의 주요 장면을 빠짐없이 살펴볼 수 있다. 관심 있는 내용부터 읽어도 좋고 처음부터 차례대로 읽어도 좋다. 재미있게 읽기만 하면 지식이 쌓이고, 대화가 풀리고, 세계가 확장되는 경험을 하게 된다. 다양한 주제를 1페이지씩 담아 글은 짧고 쉽지만, 내용은 깊고 충실하다. 그래서 한국사를 처음 배우는 사람, 다시 배우는 사람 혹은 기초부터 차근차근 교양을 쌓고 싶은 사람, 시험을 대비하는 사람 모두에게 친절한 안내서가 될 것이다.",1,국내도서-역사
35,9788991799561,4458809,축의 시대,"28,800원","1,600원",카렌 암스트롱/정영목,교양인,"인간의 창조성이 가장 뜨겁게 폭발했던 '축의 시대' 문명 진화의 결정적 순간에 관한 인문학적 통찰의 향연 『축의 시대』는 대략 기원전 900년부터 기원전 200년까지 세계의 주요 종교와 철학이 탄생한 인류사의 가장 경이로운 시기를 다룬 역사서이다. 이 시대에 중국에서는 공자, 묵자, 노자가 활동했고 인도에서는 「우파니샤드」, 자이나교, 고타마 싯다르타가 등장했으며, 이스라엘에서는 엘리야, 예레미야, 이사야가 나타났고 그리스에서는 소포클레스, 소크라테스, 플라톤이 차례로 태어났다.",1,국내도서-역사
36,9788958077367,81695786,모든 용서는 아름다운가,"17,820원",990원,시몬 비젠탈/박중서,뜨인돌,"1969년. 한 유대인이 강제수용소에서 겪었던 비극적 체험을 담은 『해바라기』라는 제목의 에세이가 세계를 뒤흔든다. 나치의 죄악이 절정으로 치닫던 1940년대 초반. 온몸에 붕대를 감은 채 죽어가던 나치 장교가 어느 유대인을 병실로 불러 자신의 죄를 고백하며 간절하게 용서를 청했고, 유대인은 그의 부탁을 거절한 채 병실을 나서버린다. 증오와 연민, 정의와 관용 사이에서 고뇌하다가 끝내 침묵을 선택했던 그 유대인은 훗날 아돌프 아이히만을 비롯한 1,100여 명의 나치 전범들을 추적해 심판대에 세운 전설적 ‘나치 헌터’ 시몬 비젠탈이었다. 글의 말미에서 그는 독자들에게 이렇게 묻는다. “당신이라면 과연 어떻게 했을 것인가?” 1976년. 그의 질문에 대한 전 세계 지식인, 종교인, 예술가들의 답변이 담긴 책이 출간된다.",1,국내도서-사회 정치
37,9788960518773,102933817,이토록 매혹적인 아랍이라니,"16,200원",900원,손원호,부키,"'내전, 난민, 테러, IS…' 아랍의 오늘을 한 까풀 벗겨내면, 사막과 도시, 골목과 유적이 천일야화를 속삭인다! ‘아랍’ 하면 무엇이 떠오르는가? 매캐한 폭탄 연기? 처참한 전쟁 현장? 18년을 이집트, 예멘, 이라크, 사우디, 아랍에미리트연합에서 아랍인들과 생활한 저자는 말한다. 아랍에 대한 오해와 현대의 비극을 걷어내면, ‘신묘한 이야기’가 넘쳐나는 곳이라고. 이 책은 2003년에서 2021년까지, 그가 만난 아랍인에 관한 이야기이자 그 아랍인을 만들어낸 역사, 문화, 사회에 관한 견문록이다. 저자와 함께 첫 번째로 찾아가는 곳은 ‘이집트’다. ‘피라미드’와 ‘알렉산드리아 도서관’을 보며 찬란했던 고대 이집트 문명을, 물담배 ‘시샤’와 이집트 맥주 ‘사카라’를 통해 이집트인들의 삶을 엿본다. 두 번째 ‘예멘’에서는 시바 여왕이 호령했던 예멘 땅이 보수적으로 된 이유, 예멘 난민이 제주도로 온 까닭을 살피며 서글픈 현대사를 알아본다.",1,국내도서-인문
38,9791195486915,25260171,이승만의 분노,"18,000원","1,000원",전광훈 저,퓨리탄,"“역사는 과거와 현재 사이의 끊임없는 대화다” - 에드워드 핼릿 카 - 최근 한반도의 위기 상황을 신 냉전시대라고 한다. 과거와 양상은 다르지만, 중국과 미국의 패권 다툼 속에서 휘둘리는 모습은 충분히 과거 냉전신대를 연상하게 한다. 대륙문명권에 남을 것인지 해양문명권에 편입될 것인지 모르다 분열되어야 했던 아픈 과거를 말이다. 저자는 과거의 시대적 혼란 속에서 자유민주주의라는 국가관을 지키기 위해 투쟁했던 이승만을 조명한다. 반복되는 역사 속에서 여전히 그와 같은 역할이 필요하다고 생각했기 때문이다. 『이승만의 분노』라는 제목에서도 알 수 있듯이, 저자는 한반도를 둘러싼 이해관계 속에서 어떠한 권력자나 강대국과도 타협하지 않았던 이승만을 소개한다.",1,국내도서-역사
39,9791189550547,104126780,감염병이 바꾼 세계사,"14,400원",800원,나이토 히로후미/서수지,탐나는책,감염병의 대유행은 인류의 생존을 위협했지만 새로운 시대의 태동으로도 이어졌다! 세계는 코로나-19라는 신종 바이러스 감염병으로 아수라장이 되었다. 2019년 12월에 중국 우한에서 시작된 코로나-19는 세계 곳곳으로 퍼져 나갔고 이내 감염자가 속출했다. 2021년 8월 기준으로 전 세계 감염자는 2억 명을 돌파했고 사망자는 400만 명을 넘어섰다. 예부터 인류는 감염병으로부터 끊임없이 생존을 위협받았다. 하지만 감염병의 유행은 새로운 시대의 태동으로도 이어졌다. 14세기 유럽에서 대유행한 페스트는 크리스트교 지배 체계뿐 아니라 봉건 영주가 주도하는 사회 구조를 붕괴시켰다. 페스트가 봉건 사회에 마침표를 찍고 절대 왕정 시대를 맞이하는 밑거름이 된 것이다. 19세기에 감염병의 원인을 규명하는 역학이 발전하며 감염병을 극복하는 듯 보였으나 대규모 개발과 세계화는 미지의 감염병을 불러왔다.,2,국내도서-역사
40,9788960518780,103708137,세종의 허리 가우디의 뼈,"15,120원",840원,이지환,부키,"“나는 역사 속 위인들을 진찰하는 의사입니다” 의학과 추리의 눈으로 바라본 뜻밖의 인물사 문무를 가리지 않고 다방면에 관심이 많았던 최고의 리더 세종은 왜 운동만 멀리했을까? 천상의 건축가 가우디는 왜 하필 해골 집을 짓는 데 집착했을까? 세계적인 대문호 도스토옙스키는 어쩌다 도박꾼이 되었을까? 인상파의 거장 모네의 말년 화풍은 왜 추상화처럼 변했을까? 그 해답은 이 천재들이 각기 앓았던 질병 속에 있다. 이들은 병약한 신체를 이겨 내고 탁월한 업적을 남겼지만, 생전에 적절한 진단이나 치료를 받지 못했다. 악질 범죄자처럼 이들을 괴롭혔던 질병의 정체는 무엇이며 이들의 삶과 업적에 어떤 영향을 미쳤을까? 의사가 질병을 진단해 내는 과정은 명탐정이 사건의 진상을 파헤치고 범인을 밝혀내는 것과 비슷하다. 그래서 정형외과 전문의인 저자는 스스로 탐정이 되기로 했다.",1,국내도서-역사
41,9791188850624,74598480,세계사를 바꾼 12가지 신소재,"14,400원",800원,사토 겐타로/송은애,북라이프,"새로운 재료는 인간의 능력을 무한대로 끌어올리는 열쇠다! 역사와 과학을 재료라는 관점에서 바라본 신개념 역사책! 조앤 K. 롤링이 쓴 세계적인 베스트셀러 《해리포터》는 마법 세계라는 특별한 공간을 다루고 있다. 판타지 소설인 만큼 독자의 시선을 사로잡는 화려한 물건도 다수 등장하는데 그중 하나가 바로 투명 망토다. 주인공인 해리와 친구들은 투명 망토를 사용해 비밀 장소에 몰래 들어가거나 적의 시선을 피하며 어려운 문제를 척척 해결한다. 그런데 이 투명 망토, 과연 상상 속에만 존재하는 것일까? 미래 세상을 혁신적으로 바꿀 재료 중 ‘메타물질’이라 불리는 것이 있다. 이것은 빛이 구부러지는 정도를 나타내는 ‘굴절률’이 마이너스인 물질을 가리키는데 자연계에는 없지만 미세한 크기의 금속 코일을 이용하면 구현할 수 있을 것으로 기대된다. 메타물질로 일반적인 물체를 덮으면 그 속에 있는 물체에 반사된 빛이 메타물질의 표면을 돌아 들어가 보는 사람의 눈에 도달한다.",1,국내도서-역사
42,9788927806615,2760334,오래된 미래,"12,600원",700원,헬레나 노르베리-호지,중앙북스(books),"『오래된 미래』는 1992년 발간 이후 세계 50여 개 언어로 번역되어 바로 지금까지 전 세계 독자들에게 사랑을 받아온 책으로 서구세계와는 너무나도 다른 가치로 살아가는 라다크 마을 사람들을 통해 사회와 지구 전체를 생각하게 만드는 책이다. 총 3부로 구성되어 1부 전통에 관하여는 1975년 언어학자인 저자가 라다크 방언의 연구를 위해 라다크 마을을 방문하여, 그 곳에서 살아가는 사람들의 평화롭고 지혜로운 모습을 그리고 있으며.",1,국내도서-사회 정치
43,9788971992258,1817662,백범일지,"10,800원",600원,김구,돌베개,"『백범일지』는 1947년 국사원에서 최초로 출간된 이후 지금까지 수많은 사람들에게 읽혀져 왔고 지금도 꾸준히 읽히고 있는 전국민의 필독서이다. 27년간 대한민국임시정부를 이끌어온 민족독립운동가이자 자신의 전 생애를 조국과 민족을 위해 바친 겨레의 큰 스승 백범, 일제의 침략 아래 신음하는 우리 민족의 살길을 열고자 해방된 통일조국 건설에 혼신의 힘을 ...",1,국내도서-역사
44,9788971998557,61385099,역사의 역사,"14,400원",800원,유시민,돌베개,"『거꾸로 읽는 세계사』로부터 30년, 작가 유시민 글쓰기의 새로운 시작. 헤로도토스의 『역사』, 투키디데스의 『펠로폰네소스 전쟁사』부터 유발 하라리의 『사피엔스』까지 고대로부터 최근까지 역사를 사로잡은 18권의 역사서들을 9장으로 나누어 훑으며 ‘역사’라는 화두를 전개해간다. 각 역사서의 주요 내용과 시대적인 맥락, 서사의 새로운 초점과 해석, 역사가의 생애 등을 유시민만의 언어로 요약했다. 여기에 역사가의 속마음을 전달하고, 놓치지 말아야 할 부분을 체크해 주거나, 이해하지 못해도 좋다고 위로하고 격려하는 안내자 역할까지 맡았다. 역사에 대한 애정과 역사 공부의 중요성을 몸소 보여주며, 자신의 역사 공부법을 공개하는 셈이다. 역사의 힘과 논리, 역사가의 생각과 감정, 역사 공부의 재미와 깨달음을 함께 나누는 가운데 저마다 '어떻게 살 것인가'라는 질문으로 나아가게 한다.",1,국내도서-역사
45,9791166819698,103655402,과학자의 흑역사,"17,910원",990원,양젠예/강초아/이정모,현대지성,"천재 과학자들의 바보 같은 실수들이 빚어낸 유쾌한 과학의 역사 “과학은 진보하지만, 인간의 어리석음은 끝이 없다” 과학자라고 하면 어떤 이미지가 먼저 떠오르는가? 흔히 냉철하고 철두철미하게 연구를 계속해나가는 사람 혹은 괴짜이면서 아주 천재적인 인물이 생각난다. 하지만 과학자들도 때로는, 아니 아주 자주 바보 같은 실수를 저질러왔다는 사실을 알고 있는가? 그들도 때로는 누군가를 시기하며 부도덕한 판단을 내리고, 자신의 편협한 의견을 고집하다가 엄청난 발견을 놓치기도 했다. 호킹, 아인슈타인, 케플러와 뉴턴 등 이름만 들어도 누구나 알 만한 위대한 과학자들도 예외는 아니다. 오히려 성실하게 연구에 매진했던 이들일수록 성공보다 실패 횟수가 훨씬 많았다. 이 책에 나오는 과학자 26명의 흑역사와 시행착오는 우리가 인생에서 비슷한 실수를 하지 않도록 지혜를 준다.",1,국내도서-자연과학
46,9791155812396,79311299,인간의 흑역사,"13,320원",740원,톰 필립스/홍한결,윌북(willbook),"‘지적인 사람’이라는 뜻의 호모 사피엔스. 그 발생부터 현재까지, 그러나 ‘전혀 지적이지 못했던 역사’를 파헤치는 역사책이 나왔다. 주변을 둘러보자. 뉴스를 봐도 좋다. 누구나 한번쯤 이런 생각을 해봤을 것이다. 저 사람은 왜 저렇고, 세상은 어쩌다 이 모양이 됐을까? 인류가 지나온 그 화려한 바보짓의 역사는 여전히 반복되고 있다. 케임브리지대학에서 인류학과 사학, 과학철학을 전공하고 버즈피드 편집장을 지낸 저자 톰 필립스는 지금까지 역사책에서 볼 수 없었던 신랄함과 유머, 충실한 연구로 우리를 다그치고, 독려하고, 때로는 응원한다. 그가 기록한 역사는 말 그대로 흑역사의 연속이다. 진시황, 히틀러, 마오쩌둥, 콜럼버스 등 우리가 아는 헛짓거리의 대명사들부터 우리와 함께 살아가는 개개인의 치명적인 흑역사까지 총망라했다. 그리하여 역사란 멀리 떨어진, 혹은 오래된 남의 이야기가 아니라, 피부에 와 닿는 우리의 현실 이야기라는 것을 깨닫게 한다.",1,국내도서-역사
47,9791191731071,103916197,빵으로 읽는 세계사,"14,400원",800원,이영숙,스몰빅인사이트,"“인류 역사의 결정적 장면을 빵을 통해 읽는다!” 인류의 역사는 빵과 함께한 역사다. 인간은 빵을 얻기 위해 끊임없이 노력하며 문명을 발전시켜 왔기 때문이다. 이는 인류 최초의 문명이 태동한 메소포타미아 지역만 살펴봐도 알 수 있다. 최초로 농경을 시작한 수메르인들은 밀을 재배하여 납작빵을 만들었고, 그 결과 인구가 늘어나고 도시가 형성되면서 법률과 제도, 문화가 발전했다. 이 책은 우리 삶에 깊이 관여하고 있는 빵에 관한 이야기를 통해 인류 역사의 변천을 살펴보는 내용을 담고 있다. 하지만 나열된 역사적 사건을 퍼즐 맞추듯 이해해야 하는 다른 역사서들과는 완전히 다르다. 대중적이면서도 역사적으로 의미 있는 10가지 빵이 만들어지고 세상에 퍼지는 과정을 살펴보면서 그와 연결된 역사와 문화를 자연스럽게 이해할 수 있도록 구성했다.",1,국내도서-역사
48,9791189550523,103620454,존재하지 않는 것들의 세계사,"14,400원",800원,양승욱,탐나는책,"인류는 왜 신화 이야기를 원하는가? 쉽고 재미있는 이야기와 그림으로 보는, 세계에 거대한 영향을 미친 신화 속 존재들 인류와 발걸음을 함께한 신화 그리고 괴물과 정령의 이야기를 흥미진진하게 풀어낸다. 모든 신화는 선과 악, 삶과 죽음, 전쟁과 평화, 사랑과 질투를 이야기하고 이와 얽히고설킨 괴물과 정령은 수천 년 전부터 오늘날까지 이어져 우리에게 많은 영향을 끼치고 무한한 상상력을 자극한다. 신의 영역인 인간 복제가 가능하다고 여겨지는 지금, 사람들은 더는 신화 속 존재들을 믿지 않는다. 하지만 이들이 우리의 관심 밖으로 완전히 사라진 것은 아니다. 『해리포터』 속 도비의 모델이 된 임프부터 스타벅스 로고로 만들어진 세이렌, 고고학계에서 여전히 실존 여부를 두고 논란 중인 호빗, 스티븐 스필버그의 영화 주인공이 된 그렘린까지 여전히 우리 주변 곳곳에서 다양한 형태로 살아 숨 쉰다. 문학과 심리학 그리고 대중문화 등에서 말이다.",1,국내도서-역사
49,9791196025892,55282993,설민석의 무도 한국사 특강,"19,800원",220원,설민석,휴먼큐브,"설민석의 한국사 대중화를 위한 첫 걸음! 대한민국 한국사 열풍의 시작! 인물 / 사건 / 문화유산 세 가지 주제로 보는 무지 쉽고 도움 되는 한국사 분명 눈으로 책을 읽고 있지만, 귀로 설민석의 목소리가 들린다! 대한민국에서 가장 유명한 한국사 강사, 설민석. 한국사 대중화 프로젝트의 첫 걸음이 되었던 『설민석의 무도 한국사 특강』이 30만부를 돌파한 기념으로 새롭게 돌아왔습니다. 2014년 1월 출간 이후 남녀노소 할 것 없이 재미있으면서도 유익한 한국사 책으로 독자들의 사랑을 받아왔기에, 초심의 마음으로 첫 책을 더욱 알차게 보강했습니다. 『설민석의 무도 한국사 특강』은 인물, 사건, 문화유산 세 가지 주제로 5천년 한국사에서 우리가 반드시 기억해야할 30개의 내용을 담고 있습니다. 역사의 사실은 물론 우리가 미처 알지 못했던 역사 속 인물들의 이야기, 저자의 시각이 모두 아우러져 누구나 쉽게 읽고 이해할 수 있도록 구성했습니다.",1,국내도서-역사
50,9788936474393,44263948,나의 문화유산답사기 9 : 서울편 1,"18,000원","1,000원",유홍준,창비,"독보적 베스트셀러 시리즈의 백미 유홍준, 마침내 서울을 말하다! 한국 인문서를 대표하는 독보적인 시리즈로서 380만 독자의 사랑을 받아온 『나의 문화유산답사기』가 돌아왔다. 햇수로 25년 동안 8권의 국내편과 4권의 일본편이 출간된 ‘답사기’가 드디어 수도 서울에 입성하여 서울편 1권 ‘만천명월 주인옹은 말한다’와 2권 ‘유주학선 무주학불’을 선보인다. 저자는 과거와 현재와 미래가 공존하는 거대 도시 서울의 문화유산과 역사를 섬세하고 날카로운 통찰로 바라보는 한편, 그와 얽힌 이야기들을 특유의 편안한 입담으로 풀어냈다. 특히 ‘서울편’에서는 ‘답사기’가 한 단계 높은 경지에 올라섰다는 점이 눈길을 사로잡는다. 역사, 예술, 문화를 아우르는 방대한 정보를 절묘하게 엮고 쉽게 풀어내는 저자의 솜씨가 절정에 다다라 따로 공부하지 않아도 우리 역사가 한눈에 보인다.",1,국내도서-역사
51,9791155813652,101333980,바보의 세계,"19,800원","1,100원",박효은/장프랑수아 마르미옹,윌북(willbook),"세계의 역사는 멍청이가 움직여왔다! 인류의 원동력 ‘어리석음’에 관한 역사적 통찰을 한 권에 담은 책 심리학자이자 인문과학 저널리스트로 전작 『내 주위에는 왜 멍청이가 많을까』로 화제를 일으킨 ‘멍청이 전문 조사관’ 장프랑수아 마르미옹이 인류적 차원에서 어리석음의 역사를 제대로 조명하려 각 분야 전문가를 찾아 나섰다. 고고학자, 역사학자, 언어학자, 심리학자, 정신과 의사, 철학자, 공연예술학자, 언론인, 경영인, 환경공학자…. 각 분야에서 일가를 이룬 35명의 세계적 석학과 전문가가 다채로운 바보의 세계사를 들려준다.",1,국내도서-역사
52,9791188635542,105016886,알고 보면 무시무시한 엽기인물 세계사,"15,750원",870원,호리에 히로키/서수지/이강훈,사람과나무사이,"마하트마 간디, 플로렌스 나이팅게일, 엘리자베스 1세, 청 황제 건륭제……. 인류가 영웅으로 칭송하고 위인으로 존경하던 인물들의 음흉하고 어리석고 위험천만한 속살을 들추다! 플로렌스 나이팅게일은 크림전쟁의 ‘천사’였다. 충격적이게도 그가 ‘백의의 천사’보다 ‘죽음의 천사’에 가까웠다는 사실이 문제이긴 하지만. 나이팅게일은 왜 ‘죽음의 천사’라는 오명을 뒤집어써야 했을까? 그가 목숨을 구한 환자 수보다 사망으로 이끈 환자 수가 훨씬 많았기 때문이다. 당시 죽은 환자 중에는 제때 적절한 치료만 받았다면 충분히 생명을 구했을 사람도 적지 않았다(나이팅게일이 간호 책임자로 근무한 이스탄불 근교 스쿠타리의 한 병원에서는 환자 2만 5,000명 중 사망자가 1만 8,000명에 달했다). 전기 작가 휴 스몰은 그를 다음과 같이 평가했다. “플로렌스 나이팅게일은 인류 역사상 가장 유명한 환자 중 한 명이다.",2,국내도서-역사
53,9791160805567,97785116,박시백의 조선왕조실록 (특별 세트),"153,000원","8,500원",박시백,휴머니스트,"『조선왕조실록』은 당대를 담아낸 유일한 정본 기록이기에 우리 역사를 이해하는 첫걸음이자 우리 문화의 원천이 되는 유산이다. 하지만 300페이지 책 400권에 달하는 방대한 분량 탓에 연구자를 제외한 이들은 쉽게 접근하기 어려웠다. 『조선왕조실록』은 박시백 화백이 방대한 기록을 만화로 재탄생시키면서 누구나 재미있게 접할 수 있는 국민 교양으로 자리 잡았다. 『박시백의 조선왕조실록』이 2021년 개정판으로 새롭게 단장했다. 박시백 화백이 손수 그린 화보가 표지에 시원스럽게 들어가, 실록마다 대표적인 인물의 성격과 상황을 더욱 또렷하게 볼 수 있다. 박시백 화백의 화보를 바탕으로 한 세련된 디자인은 『박시백의 조선왕조실록』의 오랜 팬은 물론, 아직 이 책을 접하지 못한 독자들의 눈길을 사로잡는다. 2021년 개정판은 낱권과 세트를 구분한 것이 큰 특징이다. 실록별로 읽고 싶은 독자는 검은색 표지가 인상적인 블랙 에디션(낱권)에서 골라 읽을 수 있다.",1,국내도서-역사
54,9791188635108,60508273,세계사를 바꾼 10가지 약,"14,400원",800원,사토 겐타로/서수지,사람과나무사이,인류 역사를 ‘질병’이라는 창과 ‘약’이라는 방패의 투쟁 역사로 파악한 역사책이다. 많은 국가와 사회를 치명적 위기에 빠뜨렸던 10가지 질병과 결정적 고비마다 인류를 무서운 질병의 위협에서 구한 10가지 약에 관한 흥미진진하고도 유익한 이야기로 빼곡하다. 역사의 결정적 장면에 만약 ‘그 약’이 없었다면…?!,2,국내도서-역사
55,9791191867015,104252418,B급 세계사 3 서양 미술편,"14,220원",790원,피지영,행복한작업실,"유구한 역사 속에서 미술은 생각을 지배하는 가장 강력한 미디어였다! 세상을 바라보는 관점을 바꾼 위대한 예술가들의 이야기 『B급 세계사 3 : 서양 미술편』은 선사 시대 동굴의 벽화부터 현대 미술까지, 가장 흥미진진한 사건과 작품, 예술가들의 이야기를 중심으로 서양 미술의 역사를 풀어 나간 책이다. 문자가 만들어지기 전, 미술은 인간의 욕구와 당대의 인식을 표현하는 거의 유일한 미디어였다. 문자가 만들어진 뒤에도 미술은 문맹이 대다수였던 시대에 훌륭한 교육 도구로 활용되었고, 자신의 생각을 표현하는 동시에 타인의 생각을 지배하는 강력한 수단이 되었다. 신과 지배층에게 복무하던 중세 대중의 삶이 개인의 것으로 회귀되는 지점을 가장 먼저 포착한 매체 역시 미술이었다. 때때로 예술가들은 상식을 뒤엎는 작품을 통해 케케묵은 세계와 개인의 관계를 파괴함으로써 세계관의 변혁을 불러오기도 했다.",1,국내도서-역사
56,9788967358624,97423286,[예스리커버] 일본의 굴레,"28,800원","1,600원",R. 태가트 머피/윤영수/박경환,글항아리,"오늘날 일본만큼 우리 국민에게 피로감을 안겨주는 나라도 없을 것이다. 2019년의 “노 재팬” 이후 어느 정도 격앙된 감정은 가라앉았다 해도 그 어느 때보다 일본에 대한 비호감도가 올라가 있는 지금이다. 당분간 이 분위기는 나아지리란 보장이 없다. 최악이었던 아베 내각이 물러났다지만 그 연장선에서 스가 내각이 들어서 있고, 일본 사회의 전반적인 우익 분위기, 과거사 부정, 국제무대에서의 한국에 대한 공격, 은근한 무시 등이 적대적 감정의 순환 고리를 형성하고 있다. 우리 또한 일본에 대해서는 전혀 전향적이지 않다. 일본을 잘 안다고 생각하지만, 사실 흥미 위주의 문화적 접근 외에 자신 있게 잘 안다고 말할 수 있을까. 한마디로 양국은 서로를 인정하지 않고, 진지하게 알려고도 하지 않으며, 피상적·적대적으로 상대방을 손가락질하는 상태에 멈춰 있다. 그런 상황에서 출판은 어떤 태도를 취해야 할까.",1,국내도서-역사
