순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
28,9788993508581,102266172,대한민국 베스트셀러 여행지 + 전국 맛집 318,"19,800원","1,100원",블루리본서베이 저,비알미디어,"전국 방방곡곡 여행안내서 전국 지역별 대표 여행지 1,475곳과 전국 맛집 318곳을 정리한 여행 가이드북 『대한민국 베스트셀러 여행지 + 전국 맛집 318』이 출간되었다. 이 책은 맛집 가이드북 『블루리본서베이』에서 발간한 여행 가이드북 시리즈 『블루리본트래블』의 첫 번째 기획물로, 2012년 7월 출간된 『대한민국 베스트셀러 여행지 841 + 전국 맛집 140』의 2차 개정판이다. 여행 코스를 제시한 책, 테마 위주로 여행지를 고른 책 등 국내 여행을 여러 가지 시각에서 다룬 여행책이 많이 나와 있지만, 이 책은 지역별로 대표 여행지를 한눈에 정리한 데 의미가 있다. 지역별로 대표 여행지를 생생한 사진과 함께 소개하고 있으며, 주소, 입장 시간, 입장료 등의 기본적인 정보도 알차게 담아냈다. 또한 지역별 챕터 앞부분에는 해당 여행지의 대략적인 위치를 표시한 지도를 수록해 여행 동선과 일정을 짤 때 유용하게 활용할 수 있게 했다.",1,국내도서-건강 취미
29,9791185459523,29340973,모든 요일의 여행 (10만 부 기념 리커버 에디션),"12,150원",670원,김민철,북라이프,"베스트셀러 에세이 시리즈 『모든 요일의 기록』, 『모든 요일의 여행』 10만 부 돌파 기념 리커버 출간! 출간 후 5년이 지난 지금까지도 독자들의 극찬이 이어지는 『모든 요일의 여행』은 저자 김민철이 ‘기록하는 여행자’가 되어 자기만의 여행을 직조해가는 이야기다. 여행만큼 자기 자신을 온전히 드러내는 게 또 있을까. ‘여행’이라는 빛 아래에서는 ‘애써 외면했던 게으름이, 난데없는 것에 폭발하곤 하는 성질머리가, 떨칠 수 없는 모범생적 습관’까지, 나도 몰랐던 ‘나’의 모습이 나타난다. 그렇다면 ‘나답다’고 믿었던 것들로부터 더욱 벗어나보는 건 어떨까. 익숙한 공간과 익숙한 시간에서, 익숙한 생각과 익숙한 행동만 해왔다면 말이다.",1,국내도서-에세이
30,9791167820341,104468159,우리 궁궐 이야기,"14,400원",800원,구완회,상상출판,"궁궐 안내판을 쉽고 자세히 설명해주는 대한민국에 하나뿐인 책! 궁궐을 찾으면 가장 먼저 만나게 되는 것은 건물 앞을 지키고 있는 안내판이다. 궁궐 안내판은 정보를 집약적이고 효율적으로 전달하지만, 여전히 어렵고 딱딱하게 느껴진다. 또 법궁, 정전, 행각, 금천, 내전, 외전처럼 알 것 같으면서도 모르겠는 한자어와 옛말이 가득하다. 이런 안내판을 아이와 함께 읽어 보다, 잘 모르는 내용에 당황한 경험이 어느 부모에게나 있을 것이다. 『우리 궁궐 이야기』는 그런 사람을 위한 책이다. 부모가 궁궐 안내판의 내용을 먼저 이해한 후, 아이들에게 쉽고 재미있게 설명할 수 있도록 이끌어준다. 이 책은 단순히 궁궐 여행을 위한 가이드북이 아니다. 궁궐의 과거와 현재를 알아보는 이야기책이며 부모용 역사 참고서라 할 만하다.",1,국내도서-역사
31,9791165212766,93529310,교과서가 쉬워지는 주말여행,"16,200원",900원,김수진/박은하,길벗,"지긋지긋한 온라인 수업은 이제 그만! 아이와 함께 안전한 교과서 주말여행을 떠나자! 계속되는 코로나19 사태에 야외 활동은커녕 학교도 제대로 못가는 아이는 스트레스만 쌓여갑니다. 온라인 수업에 제대로 집중하지도 못하고 활동량은 적어지니 더더욱 아이의 성장과 교육에 대한 걱정만 많아집니다. 야외 활동으로 아이의 스트레스를 풀어주고 싶은데 어디가 안전할지 막막하기만 하다면 ‘교과서 주말여행’을 추천합니다. 요즘 뜨고 있는 언택트 여행지는 물론 방역이 철저해 안심되는 국립, 시립 기관들을 모두 소개합니다. 교과서에 소개되거나 연관된 여행지를 여행함으로써 아이가 스스로 배우고 교과서와 친해질 수 있습니다. 더불어 여행을 통해 스트레스는 날아가고 정서적 안정감이 높아집니다.",2,국내도서-건강 취미
32,9788993928181,3986918,끌림,"13,500원",750원,이병률,달,"'길' 위에서 쓰고 찍은 사람과 인연, 그리고 사랑 이야기 새로운 이야기가 덧입혀진 『끌림』 시인이자 MBC FM ‘이소라의 음악도시’의 구성작가 이병률이 50여개국, 200여 도시를 돌며 남긴 순간순간의 숨구멍 같은 기록을 담은 여행 에세이다. 2005년 처음 출간되었을 때 기존의 정보전달 위주의 여행서들이 갖지 못한 감성을 전달하며 이슈가 되었던 책에 5년이 지난 지금, 그 세월의 흔적들을 노트 중간 중간 끼워 넣어, 덧입혀진 기억과 시간들, 그리고 인연들에 대한 새로운 이야기를 담아냈다.",1,국내도서-에세이
33,9791190073110,104833595,에이든 세계지도로 세계여행 계획하기,"15,930원",880원,타블라라사/이정기,타블라라사,"여행지도로 유명한 타블라라사의 ‘에이든 여행지도’에서 세계지도 2022-2023 개정판을 출시 하였습니다. 내용오류를 수정하였고 맵북의 인쇄품질과 재질의 퀄리티를 높혔습니다. 에이든 세계지도 서점판에는 방수종이로 제작된 A1 사이즈(841*594)의 세계지도 2장이 A5 접지로 포함되어 있습니다. 한 장은 전세계 170여개국의 역사스토리가 요약되어 깨알같이 들어가 있으며 다른 한장에는 분쟁지역, 제국/왕국, 문명발생지등의 표시와 함께 여행도시와 주요도시를 찾을 수 있도록 여행지도로 구성되어 있습니다. 또한 이 두장의 핵심 지도들을 압축하여 작은 미니 맵북으로 제공하고 있습니다. 제공해 드리는 반투명 물방울 스티커로 다녀온 곳이나 가볼 만한 곳을 체크할 수 있습니다. 코로나 이후 다녀볼만한 곳을 계획해보기에 좋습니다. 에이든 세계 지도는 광고가 전혀 없는 순수 콘텐츠 입니다. 여행과 역사에 중점을 맞춘 지도인 만큼 타 지도와의 비교를 불허 합니다.",1,국내도서-건강 취미
34,9782067255425,105294217,미쉐린 가이드 서울 2022,"19,800원","1,100원",미쉐린 트래블 파트너,미쉐린코리아,"세계 최고 권위의 레스토랑 및 호텔 평가서이자, 전세계 미식가들의 바이블인 ‘미쉐린 가이드(the MICHELIN Guide Seoul, 미슐랭 가이드, 프랑스 어로 기드 미슐랭) 서울’이 여섯 번째 에디션인 [미쉐린 가이드 서울 2022]을 11월 25일 발간한다. 이번 [미쉐린 가이드 서울 2022] 해외 여행이 제한된 COVID-19 위기 속에서도 국내 미식가와 대중들에게 미식의 즐거움과 새로운 경험을 선사하기 위해 노력하는 레스토랑들의 열정과 발전이 조명될 예정이다. 이번 [미쉐린 가이드 서울 2022]에서는 세계적인 수준의 훌륭한 요리를 선사하는 미쉐린 스타 레스토랑, 합리적인 가격으로 훌륭한 음식을 제공하는 빕 구르망(Bib Gourmand), 그리고 지속가능한 미식을 발전시키기 위해 헌신하는 레스토랑을 조명하는 미쉐린 그린 스타(Green Star) 등 미쉐린 가이드 평가원들이 공정하게 선정한 서울 최고의 레스토랑들이 소개된다.",3,국내도서-건강 취미
35,9791188829194,97048987,아이랑 제주 여행,"15,300원",850원,송인희,디스커버리미디어,"아이와 엄마 · 아빠를 위한 가족 여행 가이드북 키즈 프렌드리 여행지, 맛집, 카페, 숙소 정보 대방출 『아이랑 제주 여행』은 아이와 엄마, 아빠를 위한 ‘가족 중심 여행 가이드북’이다. 제주에서 아이를 키우는 여행 작가가 4년 동안 발품을 팔며 진짜 갈 만한 곳만 꼼꼼하게 골라 담았다. 불친절한 곳, 아이와 가면 눈치 보이는 곳, 너무 오래 기다려야 하는 곳, 지나치게 상업적인 곳은 과감하게 제외했다. 핫플은 기본, 놀이 · 체험 · 학습 여행지부터 어린이 친화적인 맛집 · 카페 · 숙소 정보 대방출! 장소별 추천 나이, 수유실과 기저귀갈이대 정보, 좌식 룸과 아기 의자 유무, 마당과 놀이방 유무, 주차 정보 등 인터넷 검색으로 잘 나오지 않는 정보도 빠짐없이 담았다. 일정별 추천 코스, 제주에서 꼭 먹어야 할 음식 17가지도 꼭 챙겨 보자.",2,국내도서-건강 취미
36,9788927812647,104721672,대한민국 트레킹 가이드,"19,800원","1,100원",이상은 /진우석,중앙북스(books),"사계절 내내 두 발로 즐기는 가장 건강한 여행, 트레킹 미세먼지에 가려 맑고 쾌청한 하늘을 보기가 힘든 요즘, 인공이 아닌 자연 그대로의 아름다움에 감탄한 지 얼마나 됐을까. 두 발로 흙을 밟은 지는 얼마나 됐을까. 가만히 숲속 새소리에 집중해서 들어본 지 얼마나 됐을까. 화려한 볼거리를 즐기는 여행도 좋지만, 바쁜 일상에 지친 요즘의 우리에겐 오롯이 자신에게 집중할 수 있는 휴식 같은 여행이 필요하다. 트레킹은 산의 정상을 찍고 내려오는 등산과는 다르다. 꼭 정상에 오르지 않아도 되고, 산이 아니어도 좋다. 사계절 내내 봄이면 꽃구경, 여름이면 시원한 계곡, 가을이면 단풍놀이, 겨울엔 눈을 밟는 재미까지, 가고 싶은 마음만 있다면 그리고 시간을 낼 수 있다면 언제든지 즐길 수 있는 국내 트레킹 여행에 대한 모든 것을 『대한민국 트레킹 가이드』에서 소개한다.",1,국내도서-건강 취미
37,9788954626200,14832157,자전거여행 1,"13,500원",750원,김훈,문학동네,"“줄을 치고 또 쳐도 마음을 흔드는 새로운 문장들이 넘쳐나는 게 김훈의 책입니다.” _박웅현, 『책은 도끼다』 몸과 마음과 풍경이 만나고 갈라서는 언저리에서 태어나는 김훈 산문의 향연! 김훈 산문의 정수(精髓)라 할 산문 『자전거여행』이 재출간된다. 언젠가 그는 “나는 사실만을 가지런하게 챙기는 문장이 마음에 듭니다”라고 말한바 있다. 그의 언어는 그렇게, 언제나, 사실에 가까우려 애쓴다. “꽃은 피었다”가 아니라, “꽃이 피었다”라고 고쳐쓰는 그의 언어는, 의견과 정서의 세계를 멀리하고 물리적 사실을 객관적으로 진술하려는 그의 언어는, 화려한 미사여구 없이 정확한 사실을 지시하는 그의 언어는, 오히려 한없이 아름답다. 엄격히 길에 대해서, 풍경에 대해서만 말하는 그의 글 속에는, 그러나 어떤 이의 글보다 더욱 생생하게 우리 삶의 모습들이 녹아 있다. 길과 몸과 마음이 하나가 되어 만들어내는 김훈 말의 풍경을 다시 확인해본다.",1,국내도서-에세이
38,9791170222323,105251147,"여행은 맑음, 때때로 흐림","11,250원",620원,마연희,처음북스(CheomBooks),"코코넛이 떨어져 풀 빌라가 박살이 나도 이륙하기 전에 비행기 비상문이 열려도 갑작스러운 폭우가 내려 길이 잠겨도 떠나서 즐겁다, 여행이라 행복하다! 이 책은 어느 날 걸려온 전화 한 통으로 시작되었다. “풀 빌라에 코코넛이 떨어져 지붕이 박살이 났다고요?” 그리고 “비행기가 이륙하기 전에 비상문이 열렸다고요?” 우리는 전화를 붙잡고 한참을 웃고 나서야 책으로 출간하기로 결정했다. 『여행은 맑음, 때때로 흐림』은 코로나 판데믹 속에서 살아남아 꿋꿋하게 여행의 즐거움을 전하는 여행사 대표 겸 여행 작가의 이야기다. 어딘가 현실성이 없어서 만화 같지만, 실제로 여행 중에 일어날 수 있는 트러블은 물론 감동적인 에피소드 또한 가득 담겨 있다. 때문에 코로나로 인해 오랫동안 여행을 떠나지 못해 지쳐있는 사람들에게 소소한 위로와 웃음을 전해 주는 동시에 잠들어 있던 여행 세포를 일깨워 주는 도서다.",1,국내도서-에세이
39,9791190846189,102010848,지리의 쓸모,"16,920원",940원,전국지리교사모임,한빛라이프,"지리라는 렌즈를 통한 세상 읽기 새내기 지리 덕후를 위한 필수 입문서 중학교 사회 교과서에서 가장 먼저 다루는 주제는 '내가 사는 세계', 바로 지리다. 정치, 경제, 사회, 문화보다 지리를 먼저 배우는 것은 지리에 대한 이해가 곧 다른 사회 과목 공부의 바탕이 된다는 사실을 말해준다. 단지 교과 과정에만 해당하는 이야기가 아니다. 장소를 빼놓고는 어떤 현상도 제대로 설명하기 어렵다. 일상생활과 사회문제의 원인과 흐름을 정확하게 파악하기 위해 지리에 대한 이해가 꼭 필요한 이유다. 『지리의 쓸모』는 지리가 세상을 바라보는 렌즈라는 점에 주목한다. 단순히 땅 위의 정보를 파악하는 것에 그치지 않고 장소, 현상, 사람의 관계를 살피는 매개로써 지리의 쓸모를 조명하는 것이다. 일상과 긴밀하게 연결된 지리의 25가지 핵심 개념, 100여 장의 이미지 자료를 통해 지금까지 알지 못했던 지리의 면모를 발견하는 재미를 선사한다.",1,국내도서-청소년
40,9791190314091,104479848,마침내 런던,"13,500원",750원,헬렌 한프/심혜경,에이치비프레스,"뉴욕의 영문학 독서광이 평생을 기다린 영국행 『채링 크로스 84번지』 헬레인 한프의 런던 여행 일기 “하늘은 구름 한 점 없이 맑았고, 나는 평생의 기다림 끝에 마침내 런던으로 가는 길에 올랐다.” 20년간 런던의 중고서점 ‘마크스 서점’과 책, 편지, 그리고 우정을 주고받던 뉴욕의 무명 작가, 헬레인 한프. 그녀는 남들이 책 50권을 읽을 때 한 권을 50번 읽는다는 대책 없는 애서가이기도 하다. 그녀가 아끼는 책 중에서도 최고는 영국의 고전문학들이라, 꿈에서도 런던 거리를 거닐어 보고 싶어 했지만, 건강과 경제적 문제 따위가 번번이 발목을 잡기 일쑤였다. 그러다 마침내 그녀에게 찾아온 런던행 비행기 티켓 획득의 기회! 마크스 서점의 서적상 프랭크 도엘과 나눈 편지를 엮어 낸 책 『채링 크로스 84번지』가 큰 성공을 거두고 런던에서도 출간이 이뤄지자, 그녀는 평생을 기다린 런던 여행을 떠나게 되는데….",2,국내도서-에세이
41,9791188941681,104227876,지도의 역사,"18,900원","1,050원",맬컴 스완스턴/알렉산더 스완스턴/유나영,소소의책,"지도 속에는 어떤 역사가 담겨 있을까? 지구의 시각적 역사를 창조하는 지도 제작자의 매력적인 여정 지금까지 알려진 최초의 세계지도부터 역사적으로 중요한 주제도의 원본들과 항공사진까지, 65점의 지도를 완벽하게 되살린 책이다. 해와 달과 천체의 움직임을 통해 계절의 변화를 읽고 시간의 개념을 발전시킨 고대인들은 자기 주변의 세계와 환경을 이해하기 위해 지도를 만들었다. 이후 지도는 종교, 새로운 땅을 발견하기 위한 탐험과 이주, 무역 확대, 전쟁, 영토 분할 등 인류의 문명 발전사에서 중요한 역할을 했다. 특히 과학기술의 발전으로 이전보다 훨씬 다양하고 정밀한 지도를 만들게 되었다. 이 책은 오늘날 우리가 알고 있는 지도가 그려지기까지 끝없는 도전과 연구를 거듭한 지도 제작자들의 이야기를 생생하게 펼쳐 보인다.",1,국내도서-역사
42,9791190938730,102095370,진짜 스페인은 시골에 있다,"14,850원",820원,문정훈/장준우,상상출판,"음식문화를 중심으로 스페인을 이해하는 문정훈, 장준우 두 남자의 유랑기 “스페인다움을 찾으려면 시골로 들어가야 한다” 『진짜 스페인은 시골에 있다』는 스페인다움의 실체를 찾기 위한 문정훈 교수와 장준우 셰프의 여행기다. 그러나 사람들이 일반적으로 떠올릴 수 있는 유명한 관광 명소를 찾는 여행과는 거리가 멀다. 그들의 여행에는 분명한 주제가 있다. ‘진짜 스페인’을 찾는 것, 그리고 ‘음식문화’를 중심으로 스페인을 이해하자는 것이다. 때문에 서울대 농경제학부 교수 문정훈과 기자 출신 셰프 장준우의 여행은 다소 색다르고 특별하다. 이 책에는 스페인 사람들의 삶이 들어 있다. 무더운 기후 탓에 점심을 먹고 해가 질 때까지 휴식을 취하는 시에스타, 하루에 다섯 끼를 먹는 스페인의 일반적인 식사 패턴 등 우리와 다른 스페인 사람들의 삶을 엿볼 수 있다.",2,국내도서-에세이
43,9791190147569,97561320,"오늘도, 등산","12,150원",670원,신경은,애플북스,"조급했던 마음에 여유가 생기고, 눈에 좋은 것들을 담다 보니 긍정적인 에너지가 넘쳤다! 『오늘도, 등산』은 끈기라곤 몰랐던 어느 직장인의 본격 취미 생활 도전기이다. 저자가 어떻게 등산의 매력에 푹 빠져 주말마다 산을 오르게 되었는지를 기록한 발랄 에세이다. 저자는 입사 4년 차, 눈코 뜰 새 없이 바쁜 직장생활이 몸에 익을 무렵 삶에 활력을 불어넣을 취미가 필요했다. 그러나 의욕이 넘쳐 시작해도 금방 시들해지던 그동안의 실패가 발목을 잡았다. 온갖 준비물을 다 갖추고 장기 회원증까지 끊었지만 몇 주 다니다 포기한 요가 강습도 생각났다. “좀 가볍게 접근할 만한 운동 없을까? 장비를 사지 않아도 되고, 정해진 시간을 놓쳐도 할 수 있는 그런 운동을 하고 싶은데…….” 그때 10여 년 전 아빠와 산에 올랐던 기억이 떠올랐다. 그렇게 등산에 입문하게 된 저자는 첫 산행 이후 ‘1주 1산’을 목표로 주말마다 산에 올랐다.",1,국내도서-에세이
44,9791190938334,96804723,진짜 프랑스는 시골에 있다,"14,400원",800원,문정훈/장준우,상상출판,"토종닭 열풍을 불러일으킨 푸드 트렌드의 선두주자 서울대 문정훈 교수 이탈리아와 스페인, 스칸디나비아 반도를 거쳐 프랑스로 향한 장준우 셰프 진짜 유럽의 맛을 찾아 프랑스로 간 두 작가의 시골 유랑기 서울대 농경제사회학부의 교수이자 푸드비즈니스랩의 소장 문정훈은 날카로운 분석력으로 한국의 푸드 트렌드를 이끈다. 한식이 어떻게 글로벌 경쟁력을 갖출 수 있는지에 대한 문정훈식 접근법은 외식 산업에 커다란 영향력을 미치고 있다. 작가로서 문정훈은 자신을 자칭타칭 시골 전문가라고 소개하며, 이 날카로운 시선을 가지고 프랑스 시골로 떠난다. 그리고 이 여정엔 장준우 셰프가 동행한다. 장준우 셰프는 신문기자 생활을 하다가 요리에 대한 열정으로 이탈리아로 요리 유학을 떠나 셰프가 되었다.",2,국내도서-에세이
45,9788927809685,66322988,프렌즈 미국 서부,"17,100원",950원,이주은/정철,중앙북스(books),"누구나 한 번쯤 꿈꾸는 여행지, 미국 서부! 베테랑 저자가 소개하는 미국 서부 여행 완벽 가이드 『프렌즈 미국 서부』는 2019~2020년 최신 미국 여행 정보를 제공하며 샌프란시스코, 라스베이거스, 로스앤젤레스, 시애틀 등 미국 서부 핵심 도시를 집중 가이드한다. 한눈에 들어오는 미국 전도, 앰트랙, 그레이하운드, 고속도로 지도를 수록했고 요세미티, 그랜드캐니언, 옐로스톤, 데스 밸리 등 중서부 지역 국립공원 17곳에 대한 완벽 가이드를 담았다. 이번 개정으로 미국 북서부·유타주 대표 국립공원, 올림픽 국립공원 & 캐니언랜즈 국립공원를 추가했다.",2,국내도서-건강 취미
46,9791188829217,103767995,특별하게 제주,"16,200원",900원,빈중권/문신희/문신기/강경필,디스커버리미디어,"40면 증면! 역대급 콘텐츠, 단연 압도적이다! 제주에 사는 여행작가 네 명이 제안하는 특별한 제주 여행 밀도 높은 취재와 압도적인 콘텐츠로 2020년 하반기와 2021년 상반기 제주 여행서 1위를 차지한 『특별하게 제주』가 2021~2022년 개정증보판으로 새롭게 태어났다. 『특별하게 제주』는 ‘SNS에 나오는 핫 스폿부터 SNS에 없는 히든 스폿까지’ 섬세하게 취재한다는 모토로 탄생한 역대급 가이드북이다. 40면을 증면한 개정증보판은 코로나 시대에 어울리는 언택트 여행지를 한층 강화했다. 제주시, 서귀포, 조천에 사는 네 명의 작가가 해변, 섬, 숲길, 오름, 수목원, 해안도로, 꽃 여행지, 인생 사진 성지 등 안전하고 편안한 여행지로 독자들을 안내한다. ‘대형 여행 지도, 요즘 뜨는 핫플 150곳, 월별 꽃 여행 명소, 인생 사진 성지 10’ 등을 담은 휴대용 특별 부록도 특별하다.",2,국내도서-건강 취미
47,9788927810650,83535906,프렌즈 미국 동부,"15,300원",850원,이주은/한세라,중앙북스(books),"“가장 미국적인 도시 뉴욕에서 뉴요커처럼 즐기고 나이아가라 폭포에서 경이로운 대자연과 마주하는 여행” 뉴욕부터 나이아가라까지 미국 동부 완전정복 가이드 여행 가이드북의 정석, 『프렌즈』가 소개하는 최고의 미국 동부 여행법! 미국 최대 도시이자 로망 여행지 뉴욕, 미국의 심장 워싱턴 DC, 건축과 예술의 도시 시카고, 테마파크의 천국 올랜도, 미국인이 사랑하는 휴양도시 마이애미, 죽기 전에 꼭 가봐야 할 버킷 여행지 나이아가라… 『프렌즈 미국 동부』를 선택해야 하는 이유 6가지! - 뉴욕, 워싱턴 D.",2,국내도서-건강 취미
48,9791190938754,102262829,전국일주 가이드북,"16,920원",940원,유철상/김충식/신지영/신지혜,상상출판,"복잡하게 여행 계획 짤 필요 없다! 여행 전문가들이 추천하는 베스트코스와 알짜배기 명소까지! 한 권으로 끝내는 국내 최초 전국일주 가이드북 5년 연속 국내여행 베스트셀러 『전국일주 가이드북』이 2021년, 더욱 풍성한 볼거리와 정확한 정보를 가지고 새로운 표지로 돌아왔다! 표지뿐만 아니라 내용도 전면 개정하여 최신 정보들로 가득 채웠다. 어딘가 훌쩍 떠나고 싶은데 코로나19로 인해 마음 놓고 떠나기가 힘든 요즘. 막막한 당신에게 『전국일주 가이드북』이 단번에 해결책을 내려줄 것이다. 한국관광공사가 추천한 안전한 언택트 관광지 100선부터 기존에는 없었던 30번 당진영덕고속도로 코스와 대구 등 여러 지역을 대거 추가하여 안전하고 재밌게 즐길 수 있는 여행지를 가득 담았다.",2,국내도서-건강 취미
49,9791197648304,105135123,VACAY SEOUL 베케이 서울,"15,300원",850원,박선혜/정소령/이미례/오예찬,노마드프로젝트(NOMAD PROJECT),"VACAY는 여행을 통해 더 큰 세상과 나를 발견하기를 꿈꾸는 모든 사람들을 위한 매거진이다. 매 호 한 지역을 선정하여 해당 지역의 콘텐츠를 깊이 있게 다루는 계간지로 한 지역을 여행하듯 읽어보는 경험을 제공한다. 매거진 한 권을 읽는 것만으로도 여행을 떠나야만 얻을 수 있는 각 지역에 대한 인사이트를 얻을 수 있도록 구성했다. 낯선 풍경을 바라보며 얻는 설렘, 새로운 곳을 들어가보는 경험, 새로운 지역의 삶을 들여다보며 얻는 인사이트와 영감, 나를 돌아보는 쉼 등 여행이 주는 본질적 가치를 제공한다. 서울편으로 첫 선을 보인 VACAY는 다음호부터 해외 지역을 주로 다룰 예정이며 현지 공동 기획 및 취재, 현지인 인터뷰를 통해 글로벌한 시각을 제시할 예정이다. 풍부한 경험을 위해 영상, 소리, 음악 등 다양한 디지털 컨텐츠도 함께 제공한다.",2,국내도서-건강 취미
50,9791190277396,90178615,버번 위스키의 모든 것,"30,400원",640원,조승원,싱긋,"술꾼의 술, 버번 위스키의 세계에 들어온 것을 환영합니다 이 책은 술과 음악에 심취하여 국내외 할 것 없이 관련 정보와 도서들을 찾아 헤매다가 ‘세상에 없다면 내가 쓰고 내가 첫 독자가 되겠다’는 다짐으로 집필에 착수해서 끝내 책을 내는 술꾼 조승원 기자의 세번째 책이다. 국내외의 방대한 자료를 뒤져 열심히 공부하고 발품을 팔아 생생한 정보를 모은 뒤 흥미롭게 구성하여 자신만의 독특한 글발로 빚어내는 저자는 오아시스, 밥 딜런, 이글스 등 뮤지션들의 작품과 그들이 사랑한 술을 다룬 『열정적 위로, 우아한 탐닉』, 소설가 하루키의 모든 작품에 등장하는 술을 분석하고, 하루키의 단골 가게와 작품의 배경이 되는 술집을 방문해 쓴 『하루키를 읽다가 술집으로』는 음악과 술 애호가들과 하루키의 열혈팬들에게 호평을 받았다. 이번에는 ‘버번 위스키’만을 소개하는 단행본으로는 국내 최초의 책인 『버번 위스키의 모든 것』을 펴냈다.",1,국내도서-가정 살림
51,9788927810520,79413241,프렌즈 캐나다,"19,800원","1,100원",이주은/한세라,중앙북스(books),"캐나다는 ‘크고, 아름답고, 평화로운 나라’라는 수식어가 걸맞은 나라다. 바라보는 것만으로도 휴식이 되는 아름다운 대자연과 그 속에서 즐기는 폭넓은 액티비티, 맑디맑은 공기, 다양한 문화가 존중돼 많은 사랑을 받는다. 우리나라 면적의 100배에 달하는, 세계에서 두 번째로 큰 나라 캐나다는 동서남북으로 각양각색의 매력을 뽐내는 여행지들로 가득하다. 번화한 상업 도시부터 오래된 원주민의 풍습이 그대로 남아 있는 전통적인 마을까지 ‘종합선물세트’와도 같은 여행지 캐나다. 여행의 매순간 다채로운 풍경을 마주할 수 있는 무한 매력의 여행지 캐나다로 떠나보자.",2,국내도서-건강 취미
52,9788993508598,104064258,블루리본서베이 서울의 맛집 2022,"16,200원",900원,블루리본서베이,비알미디어,"최고의 권위를 인정받고 있는 우리나라 최초의 맛집 평가서 『블루리본서베이』가 2021년 10월 『서울의 맛집 2022』을 출간했다. 2005년부터 발행된 블루리본서베이는 올해 17번째 되는 해를 맞는다. 2022년 판에서는 3만 명이 넘는 독자가 맛집 평가에 참여한 결과 총 38개 맛집이 리본 세 개를 받아 서울 최고의 맛집으로 선정되었다. 독자의 평가에 따라 올해는 3곳이 새롭게 리본 세 개 맛집으로 이름을 올렸다. 부티크호텔 레스케이프 호텔 최상층에 자리한 모던 레스토랑 라망시크레, 박무현 셰프의 컨템포러리 프렌치 레스토랑 무오키, 마장동 우시장에서 한우오마카세의 열풍을 일으킨 본앤브레드가 올해 새롭게 리본 세 개 맛집으로 선정되었다.",2,국내도서-가정 살림
53,9788965457596,104719730,"살아보니, 대만","14,400원",800원,조영미,산지니,"가이드북보다 실속 있고 여행서보다 현장감 있는 어느 한국어 교수의 대만상륙기 한국, 미국, 캐나다, 대만의 여러 대학에서 이십 년 넘게 한국어와 한국문화를 가르쳐온 조영미 교수의 에세이,『살아보니, 대만』이 출간되었다. 책은 저자가 2015년부터 2019년까지 대만에서 생활한 경험을 바탕으로, 대만의 한 대학교에서 한국어와 한국문화를 가르친 이야기, 그리고 대만인들과 함께했던 일상을 담고 있다. 총 4장으로 구성되어 있는 책은 부산외국어대학교 한국어문화학부 송향근 교수와 국립지아이대학교 사범대학 황월순 원장이 추천사로 걸음을 함께해 기대를 돋구며 시작된다. 1장과 2장에서 각각 대만살이의 시작과 전반적인 일상, 대만인에 대한 습성과 문화를 마주한 경험을 보여준다.",2,국내도서-건강 취미
54,9788986836448,6042044,여행의 기술,"12,600원",700원,알랭 드 보통/정영목,청미래,"“일상성의 발명가” 알랭 드 보통은 독창적인 시각으로 사랑, 건축, 철학 그리고 종교 등 다양한 주제에 대한 글을 써왔다. 그런 그가 떠나는 여행의 모든 것이 이 책에 담겨 있다. 이번에도 그는 우리를 실망시키지 않는다. 그는 번뜩이는 지성과 무심한 듯한 매력으로 기대의 즐거움, 이국적인 것의 매혹, 바베이도스의 바다 풍경에서부터 히드로 공항의 비행기 이륙에 이르기까지 모든 것에서 찾아낼 수 있는 가치를 독자들에게 곰곰이 생각하게 한다.",1,국내도서-에세이
55,9791190118316,104724175,이제는 조금 알 것도 같고,"15,300원",850원,정은애,BOOKERS(북커스),"“세상엔 이렇게 아름다운 것들이 많다는 것을 오감으로 느끼고 태어난 것에 감사하게 되는 일, 나를 빚어 생을 선사한 이에게 감사하게 되는 일, 여행이란 다름 아닌 이런 것이라 생각했는데, 삶 또한 마찬가지였어요.“ - 본문 중에서 900일간 39개국으로 이어진 오랜 여행길에서 때때로 여행의 의미를 고민했던 저자는, 아름다운 것들을 마주하며 느낀 경이와 감사, 그 길에서 우연히 만나 함께 하게 된 연인과의 사랑과 이별, 삶의 각지에서 목격한 생의 투쟁 등을 경험하며, 삶 또한 이와 다르지 않다는 것을 깨닫는다. 이 책은 삶의 의미, 행복, 우리가 살아가는 세계에 대한 고찰과 같은 보다 근원적인 질문에서부터 자존감, (가족, 친구, 연인과의) 사랑, 커리어와 같은 보다 실질적인 고민에 이르기까지, 우리가 살아가면서 누구나 한 번쯤은 생각해보는 일곱 가지 질문을 여행 안에서 풀어본 이야기를 담았다. 또, 세계여행이 한 개인에게 미치는 영향에 대해 기록한 수기이기도 하다.",1,국내도서-에세이
